g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P00562,COLEC11,612502,17213,CL-11; CL-K1; MGC3279,COLEC11-related 3MC syndrome,265050,MONDO:0009927,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000028; HP:0000175; HP:0000204; HP:0000289; HP:0000316; HP:0000337; HP:0000365; HP:0000426; HP:0000431; HP:0000437; HP:0000473; HP:0000486; HP:0000494; HP:0000508; HP:0000537; HP:0000581; HP:0001249; HP:0001263; HP:0001363; HP:0001382; HP:0001540; HP:0002553; HP:0002714; HP:0002827; HP:0002974; HP:0002996; HP:0003468; HP:0005243; HP:0008897; HP:0009004; HP:0010759,21258343; 2569826; 8933348,21664996; 26789649; 27356087; 32751929; 34589314; 36503917; 37463393,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00563,NEDD4L,606384,7728,KIAA0439; NEDD4-2; RSP5,"NEDD4L-related periventricular nodular heterotopia with intellectual disability, cleft palate, and 2-3 toe syndactyly",617201,MONDO:0014966,monoallelic_autosomal,,strong,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000175; HP:0000750; HP:0001249; HP:0001319; HP:0004691; HP:0007165; HP:0007370,23934111; 27694961; 28515470,28701297; 30393983; 32117442; 33224013; 34087865; 35577021; 36934385,DD,,2018-02-20 16:33:16+00:00,
G2P00564,ZIC2,603073,12873,HPE5,ZIC2-related holoprosencephaly,609637,MONDO:0012322,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000202; HP:0000218; HP:0000238; HP:0000243; HP:0000252; HP:0000316; HP:0000341; HP:0000400; HP:0000582; HP:0000601; HP:0000664; HP:0001249; HP:0001263; HP:0001360; HP:0001999; HP:0005280,11479728; 21638761; 9771712,10923031; 11285244; 11693794; 11785508; 11910512; 12376941; 12698964; 15173630; 15221788; 15266610; 15329833; 16199538; 16323008; 17001700; 17103456; 17209130; 18695774; 19022413; 19177455; 19955556; 20066439; 20104604; 20104616; 20531442; 21183895; 21416594; 21496007; 21743112; 21940735; 21976454; 21990207; 22105922; 22847929; 23276570; 24677696; 24706429; 25337073; 25454392; 26227058; 26962069; 27363716; 28640243; 29392406; 29442327; 29761634; 30182442; 30855487; 30894326; 31334757; 31976095; 32022405; 32695376; 32863884; 33455493; 33557041; 37265970; 38280885,DD,,2015-07-22 16:14:41+00:00,
G2P00566,GRIN2A,138253,4585,GLUN2A; NMDAR2A; NR2A,"GRIN2A-related epilepsy, focal, with speech disorder, and with or without intellectual developmental disorder",245570,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000252; HP:0000708; HP:0001249; HP:0001250; HP:0002123; HP:0002353; HP:0002373; HP:0002381; HP:0003828; HP:0010524,20890276; 23033978; 23933818,20384727; 23933819; 23933820; 24125812; 24504326; 24789517; 24828792; 24839611; 24903190; 25497044; 25596506; 25596524; 25904555; 25921602; 26003806; 26022171; 26283219; 26806548; 28109652; 28182669; 28440294; 28832001; 29056244; 29358611; 29789371; 30544257; 30870728; 31149903; 31254844; 31429998; 31807283; 32289570; 32765929; 32877683; 33240831; 33623275; 33946630; 34720871; 35091117; 35177115; 35217385; 35367634; 36516565; 36909045; 37352690; 37918319; 38715655; 39084904; 39103744; 40149474; 40688221; 40727434,DD,,2020-12-08 09:45:23+00:00,
G2P00567,FMR1,309550,3775,FMRP; FRAXA; MGC87458; POF; POF1,FMR1-related fragile X tremor/ataxia syndrome,300623,MONDO:0010382,monoallelic_X_hemizygous,potential secondary finding; restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,HP:0000020; HP:0000298; HP:0000365; HP:0000639; HP:0000716; HP:0000726; HP:0000734; HP:0000739; HP:0000802; HP:0000821; HP:0001152; HP:0001260; HP:0001265; HP:0001272; HP:0001300; HP:0001310; HP:0001423; HP:0002066; HP:0002067; HP:0002075; HP:0002080; HP:0002174; HP:0002322; HP:0002345; HP:0002354; HP:0002506; HP:0002607; HP:0003326; HP:0003581; HP:0006886; HP:0007010; HP:0008209; HP:0008770,11445641; 12533098,21469199; 23786467; 24028275; 25097672; 25136377; 25161746; 25368631; 25399540; 25451852; 25606360; 25606366; 25622649; 25688154; 25900641; 25920745; 26089834; 26298472; 26368352; 26439425; 27108270; 27230899; 27277287; 27315125; 27340021; 27340198; 27355274; 27356167; 27372099; 27375149; 27414076; 27598204; 27647792; 27683920; 27696642; 27754417; 27916885; 28469864; 28529475; 28697292; 28707277; 28857524; 29170104; 29259781; 29299012; 29316893; 29325626; 29734272; 30158953; 30243213; 30279697; 30735585; 30887649; 30900185; 31032490; 31126791; 31158927; 31178302; 31927143; 32161452; 32258228; 32312236; 32373658; 32466255; 32485067; 32575683; 32576818; 32830366; 33163562; 33403926; 33443951; 33760253; 33990099; 34445074; 34498198; 34602969; 34641814; 34681027; 34845661; 34890957; 34921109; 35182509; 35207276; 35569390; 35719251; 36110216; 36409419; 36421873; 36447664; 36549234; 36949781; 37681866; 38578387; 38644331; 38714961; 38802254; 39113493; 39237554; 39445272; 40141467; 40502986,DD,,2022-08-03 13:54:39+00:00,
G2P00568,TBC1D24,613577,29203,DFNA65; DFNB86; KIAA1171; TLDC6,"TBC1D24-related myoclonic epilepsy, infantile, familial",605021,MONDO:0011506,biallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000007; HP:0001297; HP:0002069; HP:0002123; HP:0002373; HP:0003674; HP:0003828; HP:0007359,10741954; 20727515; 20797691,23343562; 23526554; 25557349; 25769375; 26207815; 27259978; 27281533; 27502353; 28292732; 28428906; 28663785; 28726039; 29416524; 30108545; 30680869; 31112829; 31226716; 31922275; 32663648; 33063868; 33741238; 34852372; 35149262; 35413638; 37070046; 37164316; 37538433; 37820178; 40073203; 40084842,DD,,2015-07-22 16:14:41+00:00,
G2P00569,NFIA,600727,7784,KIAA1439; NFI-L,NFIA-related macrocephaly with intellectual disability,613735,MONDO:0100478,monoallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,HP:0000023; HP:0000076; HP:0000089; HP:0000126; HP:0000160; HP:0000219; HP:0000256; HP:0000283; HP:0000331; HP:0000337; HP:0000369; HP:0000463; HP:0000965; HP:0001249; HP:0001250; HP:0001263; HP:0001274; HP:0002079; HP:0002119; HP:0003196; HP:0003396; HP:0007099,17530927,19763616; 22030051; 22031302; 24462883; 24657733; 25714559; 26848311; 26997977; 27081522; 28452798; 28941020; 32926563; 33911383; 35006644; 35018717; 36209511; 36553517; 37915986; 38188845; 39996378; 40606574,DD,,2018-11-08 11:05:08+00:00,
G2P00570,WDR45,300526,28912,JM5; NBIA5; WDRX1; WIPI4,WDR45-related neurodegeneration with brain iron accumulation,300894,MONDO:0010476,monoallelic_X_heterozygous,,definitive,absent gene product,,loss of function,inferred,,,HP:0000153; HP:0000271; HP:0001155; HP:0001167; HP:0001249; HP:0001250; HP:0001263; HP:0001760; HP:0002817; HP:0010864; HP:0011297; HP:0011844; HP:0100022; HP:0100807,23176820; 23435086; 23647500; 24610255; 24621584; 25044655; 26022463; 26240209; 26609730; 26790960; 27030146; 27349079; 27349085; 27681470; 27957548; 28361255; 28371320; 28551038; 28932395; 29082105; 29171013; 29600274; 29681108; 29981852; 30539914; 30612247; 30713886; 31466010; 32307390; 32387008; 33037762; 35005074; 37099669,23687123; 24142851; 24209435; 24368176; 24790802; 25263061; 25301227; 25592411; 25744623; 25870938; 26096995; 26123052; 26173968; 26481852; 26577041; 26859818; 27435640; 28261264; 28643035; 28711740; 28878728; 29075622; 29325618; 29682453; 29860786; 30204590; 30746416; 31293896; 31505688; 31536831; 31632858; 32253874; 32253879; 32811771; 33092153; 33251766; 33531960; 33843443; 34347296; 34818117; 36076926; 36157071; 36328404; 36750760; 38582019; 38648697; 38741870; 38765101; 39062799; 39376195; 39401925; 39419454; 39467646; 39500384; 39578614; 40470481,DD,,2025-01-21 15:53:19+00:00,
G2P00571,TECPR2,615000,19957,KIAA0329,TECPR2-related hereditary spastic paraparesis,615031,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000248; HP:0000252; HP:0000294; HP:0000311; HP:0000678; HP:0001250; HP:0001260; HP:0001263; HP:0001284; HP:0001310; HP:0002020; HP:0002059; HP:0002064; HP:0002066; HP:0002079; HP:0004322,23176824,23439247; 26542466; 26715604; 27406698; 32209221; 33847017; 35130874; 38436550; 39567938; 39807687,DD,,2015-07-22 16:14:41+00:00,
G2P00572,ROR2,602337,10257,BDB; BDB1; NTRKR2,ROR2-related brachydactyly,113000,MONDO:0007220,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000054; HP:0000260; HP:0000270; HP:0000684; HP:0000696; HP:0001159; HP:0001629; HP:0001760; HP:0001798; HP:0002937; HP:0002944; HP:0002948; HP:0003026; HP:0004590; HP:0005819; HP:0009370; HP:0009473; HP:0009835; HP:0010048; HP:0011304,10700182; 10986040; 19461659; 19533773,12548386; 12815588; 12919145; 17101003; 17668388; 22074606; 23238279; 24954533; 25696018; 28236965; 33048444; 33937263; 36064339,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00573,NEU1,608272,7758,NEU,NEU1-related sialidosis,256550,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000023; HP:0000093; HP:0000280; HP:0000282; HP:0000407; HP:0000518; HP:0000529; HP:0000639; HP:0000943; HP:0001249; HP:0001250; HP:0001252; HP:0001310; HP:0001324; HP:0001336; HP:0001347; HP:0001350; HP:0001541; HP:0001638; HP:0001640; HP:0001744; HP:0001789; HP:0001922; HP:0002240; HP:0003202; HP:0003461; HP:0004322; HP:0004333; HP:0010655; HP:0010729; HP:0012061,10767332; 10944856; 11470272; 11702224; 11829139; 14695530; 8985184; 9054950,12784303; 14517945; 1588018; 15908988; 21214877; 23391804; 23433491; 24808020; 25223955; 26141460; 27621198; 28138907; 29018767; 29455223; 2952680; 29581327; 29693572; 30023283; 30445145; 30450471; 31711734; 31956508; 32270733; 32742167; 33507140; 34476202; 35036219; 35822090; 3585942; 36873090; 38576973; 39298726; 39350194; 39482827; 39733340; 40004480; 40468413; 6438403; 7097297,DD; Eye; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00574,QARS1,603727,9751,QARS,"QARS1-related microcephaly, progressive, seizures, and cerebral and cerebellar atrophy",615760,MONDO:0014335,biallelic_autosomal,,strong,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,,24656866,25041233; 25432320; 28056632; 34774383; 39715963; 40034633; 40448856,DD,,2015-07-22 16:14:41+00:00,
G2P00575,COL1A1,120150,2197,OI4,COL1A1-related Caffey disease,114000,MONDO:0007244,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0000006; HP:0001945; HP:0002982; HP:0004490; HP:0005731; HP:0006465,15864348; 34272483,11317364; 12590186; 15864344; 16879195; 17309652; 18553566; 1867198; 18704262; 21249479; 21567126; 23389580; 24389367; 26480307; 27245539; 28668235; 28725987; 28956891; 30838070; 31016912; 31218159; 33775700; 34107839; 37448157; 40035361; 40620547; 9101304; 9682085,DD; Skin; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00576,CDH3,114021,1762,CDHP; PCAD,"CDH3-related ectodermal dysplasia, ectrodactyly, and macular dystrophy (EEM syndrome)",225280,MONDO:0009155,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000152; HP:0000164; HP:0000478; HP:0000618; HP:0000653; HP:0000687; HP:0000691; HP:0000924; HP:0000968; HP:0001159; HP:0001171; HP:0001574; HP:0001592; HP:0001597; HP:0002209; HP:0003011; HP:0003549; HP:0003777; HP:0004528; HP:0007754; HP:0009473; HP:0012385; HP:0040064; HP:0045075; HP:0100257,11544476; 12445216; 15805154; 22140374,14708629; 15166507; 16120155; 17342797; 19076794; 20140736; 20203473; 22348569; 23143461; 27157923; 27386845; 27456782; 27617529; 28061825; 28380103; 29260097; 30710256; 31431935; 31645385; 31696509; 33614726; 35038959; 35996915; 36779776; 37850495; 39046397; 40330852,DD; Eye; Skin; Skeletal,,2025-01-27 22:34:41+00:00,
G2P00577,PAX3,606597,8617,HUP2; PAX-3; WS1,PAX3-related Waardenburg syndrome (monoallelic),193500,MONDO:0008670,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000119; HP:0000152; HP:0000202; HP:0000272; HP:0000303; HP:0000316; HP:0000319; HP:0000327; HP:0000407; HP:0000430; HP:0000431; HP:0000478; HP:0000574; HP:0000581; HP:0000598; HP:0000664; HP:0000707; HP:0000912; HP:0000924; HP:0001100; HP:0001193; HP:0001574; HP:0002211; HP:0002216; HP:0002226; HP:0002227; HP:0002414; HP:0002475; HP:0002946; HP:0003196; HP:0003250; HP:0005815; HP:0007443; HP:0007894; HP:0007990; HP:0008527,1303193; 1308353; 1347148; 1347149; 14556253; 1887852; 20478267; 7726174; 7825605; 7833953; 7897628; 7902163; 8019556; 8162027; 8447316; 8490648; 8533800; 8664898; 8799378; 9067759; 9232624; 9452070; 9654197,10779847; 11558766; 11683776; 11730045; 12070244; 12072799; 12444107; 12949970; 15200507; 16638435; 16971891; 17139175; 17254487; 17627390; 18704124; 18761541; 20127975; 20199465; 20664692; 21488309; 22136859; 22205830; 23163891; 23378733; 23512835; 24753315; 24839464; 25932447; 26275939; 26279250; 26405672; 26512583; 27031059; 27081571; 27759048; 28686331; 28690861; 29115496; 29224756; 29287868; 30173992; 30314436; 30394532; 30854529; 30936914; 31190477; 31213145; 31812001; 32086958; 32168437; 32246869; 32250160; 32281454; 32940795; 32990402; 33747040; 34038854; 34142234; 34149797; 34456975; 34956325; 36329483; 37000337; 37125626; 37704892; 38411002; 39070423; 39850491; 40702859; 7091186; 7942851; 8103404; 8589691; 8667990; 8845842; 9021013; 9192262; 9279758; 9541113,DD; Skin,,2015-07-22 16:14:42+00:00,
G2P00578,SNRPB,182282,11153,COD; SM-B/B'; SMB/SMB'; SNRNP-B; SNRPB1,SNRPB-related cerebro-costo-mandibular syndrome,117650,MONDO:0007301,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,25047197; 25504470; 26971886,25174690; 25865758; 32315467; 37265362,DD,,2015-07-22 16:14:42+00:00,
G2P00579,CTSA,613111,9251,GSL; PPGB,CTSA-related galactosialidosis,256540,MONDO:0009737,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000280; HP:0000365; HP:0000524; HP:0000943; HP:0001028; HP:0001249; HP:0001250; HP:0001433; HP:0003510; HP:0007759; HP:0008166; HP:0010729,10944848; 1756715; 8514852; 8968752; 9603439,10377011; 10632112; 12649068; 1817034; 18396002; 2148053; 22386972; 23915561; 23989749; 24769197; 25075748; 28555253; 29876240; 29987886; 30693535; 31044084; 3149149; 32551145; 36341164; 37239976; 39981487; 40165614; 8312369; 8725271; 8862621; 9437536; 9636645,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00580,GON4L,610393,25973,FLJ20203; GON-4; GON4; YARP,GON4L-related intellectual developmental disorder,,MONDO:0700092,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,,,21937992,,DD,,2015-07-22 16:14:42+00:00,
G2P00581,BMPER,608699,24154,CRIM3; CV2,BMPER-related diaphanospondylodysostosis,608022,MONDO:0011946,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000023; HP:0000105; HP:0000175; HP:0000239; HP:0000286; HP:0000316; HP:0000347; HP:0000369; HP:0000457; HP:0000465; HP:0000470; HP:0000800; HP:0000921; HP:0001252; HP:0001263; HP:0001511; HP:0001538; HP:0001562; HP:0001591; HP:0001762; HP:0001765; HP:0001804; HP:0002089; HP:0002093; HP:0002098; HP:0002126; HP:0002435; HP:0002779; HP:0003196; HP:0003275; HP:0003422; HP:0003521; HP:0005257; HP:0005280; HP:0006615; HP:0008435; HP:0008643,20869035,21990102; 22469945; 22581610; 26467725; 26728142; 28815954; 29445489; 30006055; 34288564; 34877902; 35240322; 35328179; 38355094,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00583,SLC19A3,606152,16266,HTHTR2; THTR-2; THTR2,SLC19A3-related thiamine metabolism dysfunction syndrome,607483,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000508; HP:0000544; HP:0000639; HP:0001250; HP:0001259; HP:0001260; HP:0001289; HP:0001298; HP:0001332; HP:0001945; HP:0002015; HP:0002062; HP:0002063; HP:0002066; HP:0002300; HP:0002385; HP:0002540; HP:0003621,15871139; 19387023; 20065143,16087053; 21176162; 22777947; 23423671; 23482991; 23589815; 23742248; 24099834; 24166474; 24372704; 24789339; 24878500; 24878501; 24878502; 24957181; 25515801; 25876998; 25962587; 26438623; 26657515; 26863430; 26975589; 27191787; 27749535; 27896110; 27905264; 28284395; 28402605; 28677371; 28696212; 28856750; 28962040; 29101630; 29123435; 29287834; 29358270; 30054086; 31061755; 31095747; 32600842; 32679198; 33629063; 34077649; 34220059; 34276785; 34631424; 34789446; 34953623; 35532649; 35775132; 35811190; 36093993; 36175418; 36657988; 37642897; 37670342; 37799141; 38053933; 38223361; 38501011; 38608713; 38709666; 39234898; 39981030; 40078824,DD,,2015-07-22 16:14:42+00:00,
G2P00585,SOX17,610928,18122,,SOX17-related vesicoureteral reflux,613674,MONDO:0013356,monoallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000006; HP:0000072; HP:0000076; HP:0000126; HP:0001561,20960469,30044643; 33151797; 33952808; 35346192; 37651375; 37895315; 38655005,DD,,2015-07-22 16:14:42+00:00,
G2P00586,GRIN2B,138252,4586,GLUN2B; NMDAR2B; NR2B,GRIN2B-related intellectual developmental disorder,613970,MONDO:0013509,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,20890276; 23033978; 23160955; 23718928; 24272827; 27605359; 28377535; 28734458; 30151416; 31085877,21572417; 22495309; 22833210; 23918416; 24503147; 27650969; 27656287; 27818011; 28503605; 31429998; 31807283; 34997442; 35238837; 36450799; 36704660; 36758276; 37543906; 37927744; 38144875; 39740770; 40731902,DD,,2015-07-22 16:14:42+00:00,
G2P00587,AGK,610345,21869,FLJ10842; MULK,AGK-related Sengers syndrome,212350,MONDO:0008922,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000486; HP:0000501; HP:0000545; HP:0000639; HP:0001252; HP:0001270; HP:0001324; HP:0001510; HP:0001639; HP:0001873; HP:0002093; HP:0002151; HP:0003198; HP:0003388; HP:0003535; HP:0003546; HP:0003593; HP:0003737; HP:0003828; HP:0004901; HP:0012378,15168109; 22277967; 22284826; 22415731; 23266196; 25208612; 26622071; 3560758,28868593; 29682452; 31303091; 33120694; 34164355; 34274418; 34316732; 34948281; 35237671; 36253788; 36759750; 37354892; 38933059; 39817524; 39824030,DD; Eye,,2017-05-10 13:28:44+00:00,
G2P00588,CRYAB,123590,2389,CRYA2; HSPB5,"CRYAB-related myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related",613869,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0001371; HP:0001612; HP:0002063; HP:0002093; HP:0002104; HP:0003236; HP:0003560; HP:0003678,21337604,19461931; 21130652; 25208129; 26204918; 31215171; 33652732; 33834702; 36727013,DD,,2025-01-21 13:04:40+00:00,
G2P00589,ARHGEF6,300267,685,ALPHA-PIX; ALPHAPIX; APIX; COOL-2; COOL2; KIAA0006; MRX46,ARHGEF6-related intellectual developmental disorder,300436,MONDO:0010326,monoallelic_X_hemizygous,,limited,absent gene product,,loss of function,inferred,,,HP:0000407; HP:0001249; HP:0001419,,17304053; 36414417; 38031145,DD,,2015-07-22 16:14:42+00:00,
G2P00590,BCL11A,606557,13221,BCL11A-L; BCL11A-S; BCL11A-XL; CTIP1; EVI9; HBFQTL5; SMARCM1; ZNF856,BCL11A-related intellectual disability,617101,,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000486; HP:0000592; HP:0001249; HP:0011451; HP:0011904,25533962; 27453576; 35856171,24810580; 25979662; 26019277; 26278498; 28573701; 28589569; 28717667; 28891213; 28960836; 30122582; 32534219; 32903878; 33091040; 39187446; 39448799; 39835253; 39941010,DD,,2025-01-14 15:53:13+00:00,
G2P00591,GNAS,139320,4392,GNAS1; GNASXL; GPSA; NESP; NESP55; SCG6; SGVI,GNAS-related pseudohypoparathyroidism,612463,MONDO:0019992,monoallelic_autosomal,imprinted region,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000135; HP:0000293; HP:0000311; HP:0000470; HP:0000518; HP:0000639; HP:0000684; HP:0000821; HP:0000852; HP:0000939; HP:0001156; HP:0001249; HP:0001250; HP:0001513; HP:0001831; HP:0002135; HP:0002684; HP:0002901; HP:0002905; HP:0003165; HP:0003456; HP:0003472; HP:0003745; HP:0003812; HP:0004322; HP:0005280; HP:0006297; HP:0006960; HP:0009381; HP:0010049; HP:0010743,10487696; 11029463; 11073544; 11095461; 1505964; 15592469; 17299070; 17405843; 18182455; 18553568; 18796523; 18806481; 19381884; 19449667; 19530187; 19658058; 20015054; 20444925; 2122458; 8072545; 8702665; 9328353,30418563; 30531244; 30641531; 30703064; 30729047; 30745729; 30809832; 31041856; 31546270; 31696922; 31886927; 31892351; 31939093; 32110670; 32157680; 32337648; 32436958; 32481259; 32685044; 32715645; 32756064; 32866120; 33027051; 33180333; 33247854; 33269569; 33422028; 33513624; 33529330; 33660862; 33677588; 33730787; 33780542; 33818044; 33920573; 33997150; 34095483; 34157100; 34249809; 34254228; 34258502; 34327681; 34327978; 34418133; 34614324; 34740356; 34765856; 34791361; 34851063; 35104666; 35198712; 35218245; 35296306; 35347857; 35410271; 35497370; 35600030; 35626900; 35811283; 35857672; 35859320; 35949342; 35991493; 36006853; 36035117; 36407415; 36553004; 36662765; 36669868; 36686455; 36833251; 37014531; 37139639; 37249323; 37440712; 37548842; 37669316; 37837607; 37906994; 37908988; 37965945; 38017366; 38039118; 38103632; 38572379; 38664677; 38947265; 38993714; 39071491; 39104441; 39154638; 39193092; 39678607; 39736869; 39799940; 40107645; 40125101; 40172207; 40251565; 40503671,DD; Eye; Skeletal,,2025-07-16 14:04:47+00:00,
G2P00592,GNS,607664,4422,,GNS-related mucopolysaccharidosis,252940,MONDO:0009658,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000154; HP:0000179; HP:0000280; HP:0000365; HP:0000369; HP:0000463; HP:0000470; HP:0000574; HP:0000664; HP:0000752; HP:0000900; HP:0000943; HP:0001007; HP:0001249; HP:0001250; HP:0001260; HP:0001371; HP:0001387; HP:0001507; HP:0001670; HP:0001744; HP:0002007; HP:0002014; HP:0002015; HP:0002159; HP:0002208; HP:0002240; HP:0002307; HP:0002360; HP:0002788; HP:0003309; HP:0003653; HP:0003676; HP:0005280,12624138; 17998446; 19650410; 3100754; 6450420,12573255; 1287637; 20232353; 25345095; 25851924; 27296532; 27512882; 28921412; 37487748,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00593,DYNC2I1,615462,21862,WDR60,DYNC2I1-related short-rib polydactyly,615503,MONDO:0014214,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,23910462,35137044,DD,,2015-07-22 16:14:42+00:00,
G2P00594,WWOX,605131,12799,FOR; SDR41C1; WOX1,"WWOX-related epileptic encephalopathy, early infantile",616211,MONDO:0014533,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,,24456803,25403906; 25411445; 25716914; 26345274; 27121845; 27495153; 28721938; 29808465; 29852413; 30094525; 30356099; 30361190; 30362252; 30746283; 30853297; 31353122; 31618474; 31669195; 32037574; 32051108; 32214227; 33916893; 33919646; 34034642; 35573960; 35712340; 35792847; 36537114; 36779245; 37974179; 38161429; 38407561; 39101447; 39416860; 39933386; 40088508,DD,,2015-07-22 16:14:42+00:00,
G2P00596,CRYBB1,600929,2397,,"CRYBB1-related cataract, multiple types",611544,MONDO:0012688,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000007; HP:0000482; HP:0000639; HP:0003812; HP:0007663; HP:0010693; HP:0100018,12360425; 16110300; 17460281; 28272538; 31566446,21866213; 21972112; 29112131; 29914532; 30364188; 32854469; 33243271,DD; Eye,,2019-11-22 10:10:28+00:00,
G2P00597,SLC6A8,300036,11055,CRT; CRT-1; CRT1; CRTR; CT1,SLC6A8-related creatine deficiency syndrome,300352,MONDO:0010305,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,,HP:0000098; HP:0000252; HP:0000272; HP:0000275; HP:0000276; HP:0000303; HP:0000540; HP:0000577; HP:0000718; HP:0000733; HP:0000750; HP:0001249; HP:0001250; HP:0001270; HP:0001319; HP:0001382; HP:0001419; HP:0001508; HP:0001761; HP:0001939; HP:0002013; HP:0002019; HP:0002251; HP:0002595; HP:0003593; HP:0004322; HP:0007018; HP:0007057; HP:0008583; HP:0008872; HP:5200243,11326334; 11898126; 12210795; 15154114; 16086185; 16738945; 17101918,12536364; 12544242; 12701808; 12889669; 15338463; 15625559; 15690373; 15690397; 16143026; 16169544; 16601897; 16601898; 17553121; 17603797; 18350323; 18443316; 18461508; 18652076; 18726626; 20002129; 20501887; 20528887; 20602486; 20846889; 21140503; 21144783; 21267006; 21660517; 21910234; 22196490; 22281021; 22472424; 22644604; 22713831; 23157605; 23234264; 23644449; 23660394; 24045174; 24123876; 24137762; 24140398; 24190795; 24597975; 24953403; 25192512; 26684475; 26944031; 27081545; 27096572; 27408820; 27796743; 28065824; 30400883; 31222513; 32990357; 33093139; 33164824; 33192443; 33334757; 33656256; 34972654; 35169411; 35588794; 35979408; 36752093; 36856349; 37305710; 37662495; 37708665; 37850681; 37924775; 38531017; 38531184; 38842011; 39418753; 40633241,DD,,2015-07-22 16:14:42+00:00,
G2P00598,MTF1,600172,7428,,MTF1-related intellectual disability,,MONDO:0001071,monoallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,,,,,DD,,2025-01-16 11:21:51+00:00,
