g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P00375,MESP2,605195,29659,BHLHC6; SCDO2,MESP2-related spondylocostal dysostosis,608681,MONDO:0012097,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000470; HP:0000902; HP:0002091; HP:0003422,15122512; 18485326,18627039; 21038776; 21174082; 29459493; 32518573,DD; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00391,WNT7A,601570,12786,WNT-7A,WNT7A- related skeletal malformations syndrome,228930,,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0000007; HP:0000028; HP:0000046; HP:0000047; HP:0000141; HP:0000151; HP:0000189; HP:0000218; HP:0000276; HP:0000286; HP:0000369; HP:0000377; HP:0000431; HP:0000470; HP:0000475; HP:0000768; HP:0000884; HP:0000885; HP:0000916; HP:0001162; HP:0001171; HP:0001374; HP:0001552; HP:0001762; HP:0001770; HP:0001773; HP:0001798; HP:0001802; HP:0001849; HP:0001964; HP:0002436; HP:0002557; HP:0002827; HP:0002866; HP:0002937; HP:0002980; HP:0002984; HP:0002986; HP:0002987; HP:0002990; HP:0003041; HP:0003070; HP:0003252; HP:0003498; HP:0003982; HP:0004231; HP:0004322; HP:0005474; HP:0005613; HP:0005914; HP:0006101; HP:0006143; HP:0006262; HP:0006443; HP:0006492; HP:0006495; HP:0006502; HP:0006585; HP:0008363; HP:0008817; HP:0008839; HP:0009104; HP:0009380; HP:0009465; HP:0009767; HP:0009829; HP:0010173; HP:0010769,16826533; 20949531; 21271649; 21344627; 9128926,17431918; 17721228; 19282404; 19309796; 21716096; 21965580; 23266637; 23727605; 23922166; 24839142; 27638328; 28855715; 28917830; 31061754,DD; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00396,SMARCA4,603254,11100,BAF190; BRG1; FLJ39786; HSNF2B; SNF2; SNF2-BETA; SNF2L4; SNF2LB; SWI2,SMARCA4-related Coffin Siris,614609,,monoallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000007; HP:0000023; HP:0000028; HP:0000047; HP:0000086; HP:0000089; HP:0000126; HP:0000151; HP:0000154; HP:0000175; HP:0000179; HP:0000218; HP:0000252; HP:0000280; HP:0000365; HP:0000384; HP:0000453; HP:0000455; HP:0000483; HP:0000486; HP:0000508; HP:0000527; HP:0000545; HP:0000574; HP:0000601; HP:0000639; HP:0000684; HP:0000718; HP:0000729; HP:0000776; HP:0000879; HP:0000954; HP:0000960; HP:0000965; HP:0001028; HP:0001249; HP:0001250; HP:0001252; HP:0001305; HP:0001338; HP:0001382; HP:0001511; HP:0001537; HP:0001629; HP:0001631; HP:0001636; HP:0001643; HP:0002079; HP:0002205; HP:0002209; HP:0002219; HP:0002566; HP:0002576; HP:0002588; HP:0002592; HP:0002650; HP:0002673; HP:0002750; HP:0002808; HP:0003083; HP:0003298; HP:0004227; HP:0004322; HP:0005280; HP:0006498; HP:0006863; HP:0008398; HP:0008872; HP:0008897; HP:0009747,24700502; 30973214; 31160358,22426308; 25168959; 25169878; 27760138; 28608987; 30123105; 32686290; 32903985; 33461977; 34205270; 34813034; 35126043; 35353340; 35385219; 35796094; 35904974; 36049609; 36416235; 36849876; 38088151; 38114583; 38751117; 39906730,DD; Skeletal,,2025-01-27 10:32:00+00:00,
G2P00400,FBXW4,608071,10847,DACTYLIN; FBW4; SHFM3,FBXW4-related split-hand and foot malformation,246560,MONDO:0009525,monoallelic_autosomal,,limited,increased gene product level,,undetermined,inferred,,,HP:0000006; HP:0000007; HP:0000089; HP:0000160; HP:0000175; HP:0000218; HP:0000308; HP:0000327; HP:0000377; HP:0000545; HP:0001249; HP:0001807; HP:0008404,12913067; 12974740; 16691619; 16761290; 29263051; 38250576,15232212; 16235095; 17120235; 19584065; 21485001; 23596994; 28422522; 30622331,DD; Skeletal,Part of a contiguous gene duplication,2023-05-24 09:07:27+00:00,
G2P00403,SUMF1,607939,20376,FGE; UNQ3037,SUMF1-related multiple sulfatase deficiency,272200,MONDO:0010088,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000238; HP:0000280; HP:0000365; HP:0000463; HP:0000546; HP:0000943; HP:0001249; HP:0001251; HP:0001257; HP:0001263; HP:0001272; HP:0001319; HP:0001744; HP:0002003; HP:0002059; HP:0002119; HP:0002240; HP:0002395; HP:0002518; HP:0002922; HP:0004322; HP:0007305; HP:0007307; HP:0007957; HP:0008064; HP:0008155; HP:0008479; HP:0010055; HP:0011096; HP:0011304; HP:0012368; HP:0100539,12757705; 12757706; 21224894,15146462; 16124866; 16125993; 17881260; 18157819; 18509892; 19066960; 19697114; 23321616; 24339620; 25222778; 25373814; 25516103; 25818962; 25885655; 28566233; 29397290; 29479672; 30124108; 31497481; 32048457; 32414121; 32620537; 32621519; 32749716; 33728250; 35663206; 36441600; 36959582; 36980153; 37870986; 39776369; 39789203,DD; Skin; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00410,NF1,613113,7765,,NF1-related neurofibromatosis,162200,MONDO:0018975,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000028; HP:0000119; HP:0000152; HP:0000238; HP:0000256; HP:0000272; HP:0000286; HP:0000316; HP:0000358; HP:0000369; HP:0000465; HP:0000470; HP:0000478; HP:0000494; HP:0000501; HP:0000508; HP:0000707; HP:0000750; HP:0000818; HP:0000822; HP:0000915; HP:0000917; HP:0000924; HP:0000957; HP:0000997; HP:0001067; HP:0001250; HP:0001256; HP:0001324; HP:0001328; HP:0001480; HP:0001507; HP:0001548; HP:0001574; HP:0001626; HP:0001642; HP:0001684; HP:0001909; HP:0001920; HP:0002162; HP:0002385; HP:0002410; HP:0002414; HP:0002521; HP:0002650; HP:0002664; HP:0002666; HP:0002857; HP:0002858; HP:0002859; HP:0002864; HP:0002897; HP:0002967; HP:0003002; HP:0003011; HP:0004322; HP:0004482; HP:0005272; HP:0006851; HP:0007340; HP:0007565; HP:0009592; HP:0009732; HP:0009734; HP:0009735; HP:0009736; HP:0009737; HP:0010302; HP:0030052; HP:0040064; HP:0100697; HP:0100723,10677298; 10712197; 11258625; 11389087; 11704931; 12438263; 12483293; 12707950; 1302608; 13680360; 1377942; 15520408; 15523642; 1568247; 15948193; 1719426; 1745350; 1757093; 1783401; 1937470; 19449407; 19845691; 2134734; 2516456; 2517530; 2517531; 2517532; 30308447; 3141830; 3152467; 7485153; 7542886; 7550323; 7607663; 7633431; 7649559; 7655472; 7746388; 8317503; 8664912; 9003501; 9529361; 9668168,35187958; 36803641; 37038321; 37401974; 37460655; 37599594; 37635082; 37993698; 38318699; 38375876; 38469797; 38825366; 38862389; 38987187; 39105762; 39140979; 39225241; 39254838; 39270790; 39366539; 39380389; 39559002; 39608493; 39643432; 39674537; 39676297; 39722341; 39730180; 39759190; 39764141; 39773869; 39799317; 39848286; 39857730; 39868496; 39896307; 39906425; 39925447; 39932063; 39981478; 40009967; 40033916; 40051696; 40054547; 40068833; 40087579; 40113446; 40120336; 40133996; 40139761; 40167261; 40186343; 40209081; 40211109; 40225101; 40234075; 40235035; 40237330; 40244956; 40247846; 40248182; 40282482; 40289159; 40298431; 40299482; 40305081; 40327120; 40338995; 40342626; 40347251; 40357806; 40361417; 40390741; 40393479; 40402550; 40408086; 40410838; 40412721; 40417234; 40438280; 40467291; 40471421; 40493756; 40520921; 40551856; 40568288; 40591546; 40617948; 40625468; 40642196; 40686803; 40695499; 40697342; 40703410; 40703627; 40706993; 40707315; 40709404; 40736848; 40741214,DD; Skin; Cancer; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00412,TGFB1,190180,11766,CED; DPD1; TGFB; TGFBETA,TGFB1-related Camurati-Engelmann disease,131300,MONDO:0007542,monoallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000006; HP:0000303; HP:0000365; HP:0000520; HP:0000651; HP:0000670; HP:0000823; HP:0001324; HP:0001533; HP:0001903; HP:0002315; HP:0002515; HP:0002650; HP:0002694; HP:0002857; HP:0003034; HP:0003202; HP:0003388; HP:0003621; HP:0003758; HP:0004396; HP:0005528; HP:0005791; HP:0007807; HP:0009763,10973241; 11062463; 15103729,15326622; 15894597; 15959620; 17029195; 17206397; 17433803; 19654961; 20392246; 23368730; 23729546; 23824952; 23846138; 24154985; 25099136; 26056927; 26922706; 27484238; 28261436; 30034812; 30690794; 32668141; 34490910; 35315241; 37525043; 39596554; 40204055,DD; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00414,FGFR1,136350,3688,BFGFR; CD331; CEK; FLG; FLT2; H2; H3; H4; H5; KAL2; N-SAM,FGFR1-related osteoglophonic dysplasia,166250,MONDO:0008150,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,HP:0000006; HP:0000023; HP:0000028; HP:0000041; HP:0000047; HP:0000218; HP:0000272; HP:0000303; HP:0000316; HP:0000343; HP:0000369; HP:0000463; HP:0000470; HP:0000494; HP:0000586; HP:0000706; HP:0000750; HP:0000882; HP:0000926; HP:0001169; HP:0001230; HP:0001363; HP:0001508; HP:0001739; HP:0001742; HP:0001773; HP:0001783; HP:0001800; HP:0002007; HP:0002098; HP:0002659; HP:0002676; HP:0003196; HP:0004279; HP:0005280; HP:0005864; HP:0006009; HP:0006487; HP:0008905; HP:0009803; HP:0009826; HP:0010049; HP:0010743,15625620; 7422392,10861678; 11173846; 11743396; 16470795; 20236123; 20339250; 21239058; 21395503; 29147600; 31319224; 31929729; 35148738; 37833774; 38679587; 40260920; 8585128; 8841188; 9716603,DD; Skeletal,,2025-01-21 21:24:15+00:00,
G2P00415,SGSH,605270,10818,HSS; MPS3A; SFMD,SGSH-related mucopolysaccharidosis,252900,MONDO:0009655,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000250; HP:0000280; HP:0000365; HP:0000664; HP:0000752; HP:0000900; HP:0000943; HP:0001007; HP:0001249; HP:0001250; HP:0001387; HP:0001507; HP:0001670; HP:0001744; HP:0002014; HP:0002159; HP:0002208; HP:0002240; HP:0002360; HP:0002788; HP:0003309,12702166; 15637719; 30593151; 37596900; 9158154,11668611; 11793481; 12000360; 15146460; 15902564; 17128482; 18407553; 18846687; 21393040; 21671382; 21910976; 22976768; 24576347; 24582005; 24875751; 25345095; 25807448; 25851924; 26331342; 26787381; 27296532; 27590925; 27896117; 28101780; 28921412; 30023302; 31236806; 31385193; 37091798; 37772257; 38149346; 38841321; 39897474; 39992041,DD; Skin; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00419,ORC1,601902,8487,HSORC1; ORC1L; PARC1,ORC1-related Meier-Gorlin syndrome,224690,MONDO:0009143,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000028; HP:0000049; HP:0000054; HP:0000059; HP:0000064; HP:0000160; HP:0000175; HP:0000179; HP:0000218; HP:0000237; HP:0000252; HP:0000327; HP:0000347; HP:0000365; HP:0000369; HP:0000376; HP:0000413; HP:0000486; HP:0000527; HP:0000581; HP:0000691; HP:0000768; HP:0000773; HP:0000883; HP:0000895; HP:0000911; HP:0000963; HP:0001249; HP:0001382; HP:0001425; HP:0001508; HP:0001511; HP:0001518; HP:0001547; HP:0001623; HP:0001762; HP:0001795; HP:0002007; HP:0002020; HP:0002098; HP:0002644; HP:0002750; HP:0002857; HP:0002937; HP:0002970; HP:0003042; HP:0003100; HP:0003187; HP:0003561; HP:0004209; HP:0004279; HP:0006498; HP:0006591; HP:0006628; HP:0008551; HP:0008665; HP:0008872; HP:0009473; HP:0010554; HP:0200055,21358633,21358632; 22333897; 23023959; 26381604; 31274184; 33157955; 35282325,DD; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00423,IDUA,252800,5391,MPS1; MPSI,IDUA-related mucopolysaccharidosis,607016,MONDO:0011760,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000280; HP:0000470; HP:0000894; HP:0000943; HP:0001249; HP:0001263; HP:0001387; HP:0001433; HP:0001653; HP:0001659; HP:0001706; HP:0002205; HP:0002680; HP:0002808; HP:0002869; HP:0003311; HP:0003320; HP:0003541; HP:0004322; HP:0004490; HP:0004586; HP:0005019; HP:0005280; HP:0007957; HP:0011400; HP:0100790,10466419; 10735634; 4221470; 6821579; 7550232; 7951228; 8328452; 8664897; 9391892,12559846; 15300847; 15691212; 15895714; 16435195; 16643543; 16762159; 16860035; 17160613; 17570076; 17604658; 17920576; 19308670; 19396826; 19707455; 19839758; 20162367; 21364962; 21393040; 21464194; 21521498; 21639919; 21734815; 21831683; 22303797; 22867884; 22976768; 23430557; 23837464; 23893050; 23917744; 24053568; 24368159; 24875751; 25256405; 25558755; 25599668; 26095521; 26832957; 27146977; 27196898; 27235795; 27296532; 27511503; 27520059; 27766162; 27896125; 27910891; 28125077; 28619065; 28649516; 28752568; 29143201; 29282708; 29801497; 29843745; 29976218; 30511553; 31133280; 31194252; 31236806; 31298590; 31304092; 31319022; 31386236; 31400021; 31473686; 31544795; 31687259; 31758674; 31786241; 32165899; 33117653; 33389473; 33572941; 34360653; 34813777; 34833038; 35005816; 35037566; 35619307; 35664514; 35822096; 36052356; 36232472; 36333985; 36361642; 36951468; 37091798; 37189891; 37347427; 38222174; 38314027; 39077064; 39132856; 39385097; 39754079; 39897474; 40291162; 40597352,DD; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00429,ALX1,601527,1494,CART1,ALX1-related frontonasal dysplasia,613456,MONDO:0013271,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000161; HP:0000286; HP:0000316; HP:0000327; HP:0000349; HP:0000369; HP:0000384; HP:0000405; HP:0000431; HP:0000455; HP:0000456; HP:0000508; HP:0000518; HP:0000568; HP:0000589; HP:0001156; HP:0001162; HP:0001249; HP:0001274; HP:0001566; HP:0001636; HP:0002000; HP:0002738; HP:0003745; HP:0004423; HP:0005258; HP:0006931; HP:0006992; HP:0007541; HP:0009004; HP:0009099; HP:0009466; HP:0009473,20451171; 27324866,21595979; 31914496; 34098755; 35795978,DD; Skeletal,,2025-01-28 22:58:32+00:00,
G2P00438,GUSB,611499,4696,,GUSB-related mucopolysaccharidosis,253220,MONDO:0009662,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000023; HP:0000238; HP:0000256; HP:0000280; HP:0000365; HP:0000470; HP:0000768; HP:0000926; HP:0000943; HP:0001007; HP:0001249; HP:0001371; HP:0001537; HP:0001654; HP:0001744; HP:0001789; HP:0001840; HP:0002180; HP:0002240; HP:0002680; HP:0003311; HP:0003375; HP:0003541; HP:0004322; HP:0004607; HP:0005619; HP:0006119; HP:0007957; HP:0008301; HP:0008430; HP:0008807; HP:0008897,12522561; 1702266; 1833732; 4265197; 6811712; 7573038; 7633414; 9490302,1456283; 19224584; 2486209; 27648682; 28770119; 30653816; 31497474; 31603145; 31661765; 32256629; 33045360; 33382994; 33598246; 34022924; 34420841; 36299251; 36936745; 37469021; 37964423; 38149215; 38301529; 38442846; 39983349; 40002615; 40275366; 40640912,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00448,IGF2,147470,5466,C11ORF43; FLJ44734; IGF-II,IGF2-related Beckwith-Wiedemann syndrome,,MONDO:0016475,monoallelic_autosomal,imprinted region; restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,HP:0000006; HP:0000028; HP:0000105; HP:0000150; HP:0000158; HP:0000239; HP:0000269; HP:0000280; HP:0000520; HP:0000598; HP:0001305; HP:0001528; HP:0001539; HP:0001540; HP:0001548; HP:0001638; HP:0001640; HP:0001998; HP:0002240; HP:0002667; HP:0002884; HP:0003247; HP:0005616; HP:0006277; HP:0006744; HP:0008186,,10712200; 10777363; 10861719; 11441340; 12165460; 12668598; 1356785; 15314640; 15743916; 16010495; 16049499; 16615080; 1688177; 17158821; 17325026; 17337339; 18245780; 19293570; 20007505; 21406561; 21466477; 21571108; 21863054; 22744247; 24299031; 24325814; 24916376; 25943194; 26933465; 27419809; 27480579; 27614119; 27650505; 28066990; 28366681; 28478949; 2905880; 29377879; 30340909; 31114545; 32349794; 33029712; 33294970; 33679886; 33810554; 35741015; 36428656; 37369188; 38514513; 39412159; 7573147; 7909196; 7913866; 7943167; 7943172; 7987305; 8252039; 8612230; 8634713; 8827075; 8872029; 8968759; 9285792; 9781907,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00450,HGSNAT,610453,26527,FLJ32731; HGNAT; TMEM76,HGSNAT-related mucopolysaccharidosis type IIIC,252930,MONDO:0009657,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000232; HP:0000250; HP:0000268; HP:0000280; HP:0000365; HP:0000510; HP:0000664; HP:0000752; HP:0000900; HP:0000943; HP:0001007; HP:0001249; HP:0001250; HP:0001270; HP:0001387; HP:0001507; HP:0001670; HP:0001744; HP:0002014; HP:0002015; HP:0002159; HP:0002208; HP:0002240; HP:0002333; HP:0002360; HP:0002371; HP:0002751; HP:0002788; HP:0003309; HP:0003653; HP:0003828; HP:0100790,16960811; 17033958; 18024218; 18518886; 20825431,17397050; 19479962; 20583299; 23301227; 25345095; 25851924; 27296532; 27733599; 27827379; 28101780; 28921412; 31228227; 32347150; 32770643; 37014526; 38613342; 39767643,DD; Eye; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00460,SHOX,312865,10853,GCFX; PHOG; SHOX1; SHOXY; SS,SHOX-related Langer mesomelic dysplasia,249700,MONDO:0009588,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000347; HP:0002938; HP:0002984; HP:0002986; HP:0003022; HP:0003027; HP:0003067; HP:0003993; HP:0005736; HP:0006381; HP:0008845; HP:0100864,11889214; 12116254; 17935511; 9590292,11174634; 11408757; 11523902; 12116253; 12362035; 12402330; 12424438; 12511003; 12566529; 12915706; 14752208; 15173249; 15214013; 15947998; 16007631; 16227022; 16807223; 17103774; 17182655; 17394206; 17497716; 17911654; 17922307; 17994562; 17994568; 18400842; 18925676; 19674367; 19724992; 19850687; 20117774; 20228051; 20425825; 20432819; 20598055; 21057178; 21057182; 21057184; 21068148; 21712857; 21925981; 22071895; 22510850; 22572840; 22707402; 23020909; 23426818; 23570464; 23720786; 23863349; 23876976; 23883335; 23918747; 24311385; 24551992; 24689071; 24790348; 25781530; 25967354; 26264720; 26337568; 26744895; 26758084; 26936284; 27194967; 27861128; 28784358; 28808977; 29019057; 29154842; 29158767; 29211059; 29254682; 29271572; 29787394; 30530863; 31219618; 32295321; 32813677; 32932528; 33006547; 33143726; 33240610; 33693446; 33872775; 35319168; 35842787; 35985710; 36251127; 36618578; 36725676; 37408200; 37476877; 37806643; 37832088; 37846158; 38914686; 39580647; 40035361; 40454538,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00462,GDF6,601147,4221,BMP13; KFS; KFS1; SGM1,GDF6-related oculo-skeletal syndrome,118100,MONDO:0007306,monoallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000006; HP:0000122; HP:0000175; HP:0000324; HP:0000407; HP:0000410; HP:0000465; HP:0000466; HP:0000470; HP:0000568; HP:0000589; HP:0000772; HP:0000912; HP:0001335; HP:0001425; HP:0002162; HP:0002650; HP:0002813; HP:0003828; HP:0004602; HP:0005640; HP:0005988; HP:0007291; HP:0010469; HP:0030962; HP:0100259,18425797; 19129173; 21070663; 25457163; 32737436,17236135; 19864492; 20494911; 21814137; 26643732; 29130651; 30123278; 30733656; 32369452; 34573339,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00464,ZIC3,300265,12874,HTX; HTX1; ZNF203,ZIC3-related VACTERL association with or without hydrocephalus,314390,MONDO:0010752,monoallelic_X_hemizygous,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,,20452998; 21465648; 26294094,24123890; 24332453; 26857713; 27821535; 33131162; 34338422; 40692799,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00486,EXT2,608210,3513,SOTV,EXT2-related multiple exostoses,133701,MONDO:0007586,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000896; HP:0000918; HP:0002318; HP:0002812; HP:0002857; HP:0003068; HP:0003105; HP:0003276; HP:0003406; HP:0003621; HP:0004322; HP:0006765; HP:0010049,9326317,10429361; 10671060; 10679937; 10738008; 11170095; 11432960; 11731209; 14872200; 15446535; 16088908; 16638657; 17301954; 17676624; 18373409; 18386362; 18666861; 19309273; 19344451; 19571069; 19839753; 20872591; 21039224; 21499719; 22820392; 23439489; 23629877; 25230886; 25520924; 26246518; 26690531; 26961984; 27748933; 27920806; 28466453; 28922105; 29277722; 29529714; 29541207; 30075207; 30105120; 30288735; 30334991; 30730578; 30806661; 31096510; 31853203; 32293802; 32522262; 33596140; 34280007; 34403521; 34956317; 35806987; 36247276; 36360300; 39927251; 9463333; 9489802,DD; Cancer; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00497,TFAP2B,601601,11743,AP-2BETA; AP2-B,TFAP2B-related Char syndrome,169100,MONDO:0008209,monoallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000006; HP:0000207; HP:0000316; HP:0000322; HP:0000337; HP:0000369; HP:0000411; HP:0000455; HP:0000486; HP:0000508; HP:0000574; HP:0001256; HP:0001643; HP:0002553; HP:0004209; HP:0009244,10802654; 11505339; 7645594,10955477; 11376442; 15684060; 17185054; 18752453; 21643846; 22959235; 28381879; 29683802; 30579973; 31012281; 31292255; 35874825; 40176835,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00514,IFT122,606045,13556,CFAP80; FAP80; SPG; WDR10; WDR10P; WDR140,IFT122-related cranioectodermal dysplasia,218330,MONDO:0021093,biallelic_autosomal,,definitive,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000007; HP:0000218; HP:0000232; HP:0000268; HP:0000286; HP:0000293; HP:0000431; HP:0000463; HP:0000545; HP:0000556; HP:0000601; HP:0000639; HP:0000668; HP:0000674; HP:0000687; HP:0000691; HP:0000767; HP:0000773; HP:0000774; HP:0000939; HP:0000954; HP:0001382; HP:0001395; HP:0001399; HP:0001407; HP:0001538; HP:0001647; HP:0001799; HP:0001816; HP:0001831; HP:0001837; HP:0001970; HP:0002007; HP:0002213; HP:0002217; HP:0002240; HP:0002901; HP:0003038; HP:0003071; HP:0004298; HP:0004442; HP:0005792; HP:0006297; HP:0006563; HP:0008070; HP:0008905; HP:0009466; HP:0009880; HP:0009882; HP:0012622,17022080; 19760620; 20493458,23826986; 24689072; 26792575; 28370949; 33717254; 35281231; 38318288; 38637985,DD; Eye; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00517,WDR19,608151,18340,CFAP66; DYF-2; FAP66; FLJ23127; IFT144; KIAA1638; NPHP13; ORF26; OSEG6; PWDMP,WDR19-related cranioectodermal dysplasia,614378,MONDO:0013719,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0000007; HP:0000112; HP:0000233; HP:0000293; HP:0000319; HP:0000411; HP:0000510; HP:0000540; HP:0000556; HP:0000767; HP:0000774; HP:0000973; HP:0001382; HP:0001385; HP:0002007; HP:0003774; HP:0004322; HP:0004442; HP:0005528; HP:0006532; HP:0009836; HP:0009882; HP:0010174; HP:0010554,22019273,23683095; 28621010; 29121203; 32323121; 34354814; 36833411; 38589766; 39163899; 40647705,DD; Eye; Skin; Skeletal,,2025-01-21 11:34:30+00:00,
G2P00520,CLCN7,602727,2025,CLC-7; CLC7; OPTA2; PPP1R63,CLCN7-related osteopetrosis,611490,MONDO:0012676,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0001433; HP:0001903; HP:0001923; HP:0002757; HP:0010628; HP:0011002,11207362; 11741829; 17033731,12662317; 15016726; 15633192; 16813530; 17936098; 18202550; 19238435; 19953639; 21947783; 21962762; 22847576; 23953223; 24535484; 26056022; 26395888; 27325559; 27468155; 28819563; 28975865; 30759959; 30942407; 32691986; 33125761; 34258831; 34545712; 35902893; 36051116; 36470372; 36513280; 36793634; 36999084; 37168803; 37448157; 38838776; 39056574; 39359949; 39994654; 40162617; 40276109,DD; Skeletal,,2025-01-21 12:53:56+00:00,
G2P00523,MAFB,608968,6408,KRML,MAFB-related multicentric carpotarsal osteolysis syndrome,166300,MONDO:0008152,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,HP:0000006; HP:0000083; HP:0000093; HP:0000112; HP:0000327; HP:0000347; HP:0000520; HP:0000822; HP:0000938; HP:0001193; HP:0001225; HP:0001473; HP:0001495; HP:0001504; HP:0001761; HP:0001785; HP:0002829; HP:0006234,22387013,23670161; 23956186; 24989131; 29675035; 30208859; 30305815; 30430035; 32278749; 34722426; 35221875; 35956038; 36477366; 36900016; 37088798; 38551204,DD; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00527,FAM111A,615292,24725,FLJ22794; KIAA1895,FAM111A-related Kenny-Caffey syndrome,127000,MONDO:0007478,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,HP:0000006; HP:0000256; HP:0000540; HP:0000568; HP:0000829; HP:0000935; HP:0001085; HP:0001250; HP:0001476; HP:0001518; HP:0001620; HP:0001903; HP:0002135; HP:0002901; HP:0003510; HP:0004322; HP:0007862; HP:0008285; HP:0011001; HP:0100253,23684011,23996431; 24635597; 28138333; 31433868; 32765931; 33010201; 33263187; 33750016; 34382758; 35205306; 36686468; 36916904; 37122511; 38679371; 39501122; 39797201; 39932783,DD; Eye; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00550,LEMD3,607844,28887,MAN1,LEMD3-related Buschke-Ollendorff syndrome,166700,MONDO:0008157,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0001371; HP:0001387; HP:0001609; HP:0003676; HP:0003764; HP:0010739; HP:0011001,12749062; 15489854; 17223882; 19438932; 9295073,15847215; 16470551; 17220210; 17505164; 17622481; 18284671; 18313966; 18489034; 19298872; 20618940; 20678097; 20732851; 21679808; 21985280; 22987822; 24917176; 26135202; 26694706; 26708699; 26711937; 27007781; 27267960; 27382493; 28407409; 28840995; 29393055; 29465813; 29537144; 31943321; 31976147; 31990479; 32151766; 32519343; 34098227; 35642708,DD; Skin; Skeletal,,2023-05-24 09:07:28+00:00,
G2P00561,ORC4,603056,8490,HSORC4; ORC4L; ORC4P,ORC4-related Meier-Gorlin syndrome,613800,MONDO:0013428,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000066; HP:0000160; HP:0000252; HP:0000268; HP:0000319; HP:0000347; HP:0000430; HP:0001382; HP:0001508; HP:0001511; HP:0001620; HP:0002020; HP:0002750; HP:0002779; HP:0002780; HP:0003100; HP:0003187; HP:0003561; HP:0006498; HP:0008551; HP:0008665; HP:0011968,11477602,21358631; 21358632; 22333897; 23023959; 26381604,DD; Skeletal,,2023-05-24 09:07:28+00:00,
