g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P00291,STRA6,610745,30650,FLJ12541,STRA6-related syndromic microphthalmia,601186,MONDO:0011010,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000013; HP:0000023; HP:0000028; HP:0000085; HP:0000089; HP:0000125; HP:0000126; HP:0000347; HP:0000369; HP:0000431; HP:0000528; HP:0000581; HP:0000776; HP:0000813; HP:0001252; HP:0001511; HP:0001629; HP:0001631; HP:0001636; HP:0001642; HP:0001643; HP:0001660; HP:0001680; HP:0001750; HP:0002089; HP:0002093; HP:0002187; HP:0002627; HP:0004322; HP:0004712; HP:0004935; HP:0005156; HP:0005311; HP:0005944; HP:0006270; HP:0007633; HP:0009110,11857549; 17273977; 17503335; 19839040; 21901792,19112531; 19213032; 19309693; 22005280; 22283518; 22686418; 24498598; 24859618; 25457163; 28398665; 30204971; 30374660; 30880327; 32597569; 32962661; 35181035; 37792875,DD; Eye,,2015-07-22 16:14:25+00:00,
G2P00294,FKRP,606596,17997,FKTR; LGMD2I; MDC1C,FKRP-related congenital alpha-dystroglycanopathy with brain and eye anomalies,613153,MONDO:0013157,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000158; HP:0000238; HP:0000252; HP:0000518; HP:0000541; HP:0000545; HP:0000568; HP:0000589; HP:0001249; HP:0001272; HP:0001302; HP:0001305; HP:0001319; HP:0001321; HP:0001644; HP:0001712; HP:0001771; HP:0002091; HP:0002093; HP:0002119; HP:0002187; HP:0002194; HP:0002350; HP:0002355; HP:0002359; HP:0002365; HP:0002500; HP:0002515; HP:0002650; HP:0002808; HP:0002877; HP:0002948; HP:0003236; HP:0003307; HP:0003324; HP:0003326; HP:0003394; HP:0003458; HP:0003547; HP:0003551; HP:0003560; HP:0003577; HP:0003674; HP:0003701; HP:0003724; HP:0003733; HP:0003749; HP:0003819; HP:0003828; HP:0005162; HP:0006829; HP:0007033; HP:0007126; HP:0007260; HP:0007957; HP:0007968; HP:0008305; HP:0008872; HP:0008981; HP:0010628,11053680; 11071142; 11592034; 11741828; 12654965; 12707439; 14523375; 14647208; 14652796; 15121789; 17336067; 24139536; 26833294,12707425; 14742276; 14755496; 15060126; 15580560; 15726252; 15833432; 15883334; 15886712; 16143867; 16344347; 16368217; 16476814; 16634037; 16786213; 16887026; 17055682; 17113772; 17446099; 18036232; 18060779; 18160674; 18593008; 18639457; 18645206; 18646561; 18671187; 19299310; 19705481; 19820980; 19917824; 20236121; 20961759; 21172462; 21293871; 21296577; 22029705; 22264518; 22323514; 22727687; 23420653; 23453855; 23576288; 23800702; 24447024; 24587344; 25135358; 25560911; 26320847; 26363967; 26810512; 27439679; 27493321; 27872178; 28112097; 28629604; 28931339; 29065428; 29081423; 30003095; 30060766; 31041397; 31671740; 31747956; 32042916; 32115343; 32342672; 32351701; 32576226; 32864802; 32914449; 33051673; 33200426; 34509255; 34857438; 35150401; 35205257; 35557983; 36381256; 36537976; 37154180; 37247532; 37526466; 37695533; 38296890; 38406381; 38736632; 39103709; 39232665; 39408683; 40676230,DD; Eye,,2015-07-22 16:14:26+00:00,
G2P00295,HCCS,300056,4837,CCHL; MLS,HCCS-related linear skin defects with microphthalmia,309801,MONDO:0024552,monoallelic_X_heterozygous,,moderate,absent gene product,,loss of function,inferred,,,HP:0000013; HP:0000041; HP:0000047; HP:0000054; HP:0000238; HP:0000252; HP:0000365; HP:0000518; HP:0000568; HP:0000580; HP:0000612; HP:0000647; HP:0000776; HP:0001250; HP:0001274; HP:0001331; HP:0001423; HP:0001545; HP:0001629; HP:0001631; HP:0001939; HP:0002023; HP:0002623; HP:0004322; HP:0005152; HP:0006887; HP:0007398; HP:0008665; HP:0011675,17033964; 17893649; 24735900,17845869; 18950397; 22005280; 23401659; 24626674; 25182979; 30068298; 32765930; 33670341; 36369709; 39766903,DD; Eye; Skin,,2017-09-01 16:19:15+00:00,
G2P00306,INPP5E,613037,21474,CORS1; JBTS1; PHARBIN; PPI5PIV,INPP5E-related Joubert syndrome,213300,MONDO:0008944,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0000007; HP:0000107; HP:0000158; HP:0000256; HP:0000286; HP:0000369; HP:0000463; HP:0000508; HP:0000556; HP:0000567; HP:0000570; HP:0000588; HP:0000657; HP:0000718; HP:0000742; HP:0000752; HP:0001162; HP:0001249; HP:0001251; HP:0001252; HP:0001263; HP:0001320; HP:0001395; HP:0001760; HP:0002195; HP:0002335; HP:0002365; HP:0002419; HP:0002508; HP:0002553; HP:0002790; HP:0002871; HP:0002876; HP:0003812; HP:0007271; HP:0007772; HP:0007973; HP:0010808; HP:0010828; HP:0011933; HP:0100951; HP:0200096,19668216,20446224; 23034536; 23386033; 25818971; 26490104; 27452362; 29052317; 29230161; 29987673; 34188062; 37315340; 37735380,DD; Eye,,2015-07-22 16:14:26+00:00,
G2P00310,RAX,601881,18662,RAX1; RX,RAX-related microphthalmia isolated,611038,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000528; HP:0000568; HP:0000647; HP:0009755,14662654; 18783408,18039390; 20494911; 22736936; 28831107; 30811539; 40321348,DD; Eye,,2017-09-14 23:36:38+00:00,
G2P00312,B3GALNT2,610194,28596,MGC39558,"B3GALNT2-related muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A",615181,MONDO:0014071,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000238; HP:0000518; HP:0000541; HP:0000545; HP:0000568; HP:0000609; HP:0000618; HP:0001321; HP:0002126; HP:0002350; HP:0003236; HP:0003560; HP:0006829; HP:0007033; HP:0007260,23453667; 29791932,24084573; 27134828; 28303321; 28688748; 29273094; 33290285; 35127920; 35338537; 35456500; 38296890; 38585583; 40665687,DD; Eye,,2018-06-01 10:02:45+00:00,
G2P00314,BBS5,603650,970,DKFZP762I194,BBS5-related Bardet-Biedl syndrome,615983,MONDO:0014434,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000026; HP:0000054; HP:0000077; HP:0000135; HP:0000137; HP:0000148; HP:0000218; HP:0000256; HP:0000365; HP:0000483; HP:0000486; HP:0000501; HP:0000505; HP:0000510; HP:0000518; HP:0000545; HP:0000556; HP:0000639; HP:0000668; HP:0000678; HP:0000750; HP:0000819; HP:0000822; HP:0000858; HP:0001007; HP:0001080; HP:0001156; HP:0001159; HP:0001162; HP:0001249; HP:0001251; HP:0001263; HP:0001328; HP:0001395; HP:0001513; HP:0001712; HP:0001773; HP:0001829; HP:0002099; HP:0002141; HP:0002167; HP:0002240; HP:0002251; HP:0002370; HP:0007707; HP:0007754; HP:0008734; HP:0009466; HP:0009806; HP:0010442,15137946; 18203199,10053027; 26325687; 29806606; 30850397; 31173343; 31888296; 32811249; 35951741; 36325687; 37240074; 40087798; 9888993,DD; Eye,,2025-01-21 22:08:31+00:00,
G2P00318,ABCB6,605452,47,EST45597; MTABC3; UMAT,"ABCB6-related microphthalmia, isolated, with coloboma",614497,MONDO:0013783,monoallelic_autosomal,,limited,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,HP:0000006; HP:0000567; HP:0000568; HP:0000612,22226084,23180570; 23519333; 24224009; 24498303; 24859618; 25288164; 27756835; 30430618,DD; Eye,,2017-11-01 21:59:58+00:00,
G2P00327,PLXND1,604282,9107,KIAA0620,PLXND1-related Moebius syndrome,157900,MONDO:0008006,monoallelic_autosomal,,limited,altered gene product structure,inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,,26068067,33389762; 36581828,DD; Eye,,2025-01-16 15:06:04+00:00,
G2P00341,GALT,606999,4135,,GALT-related galactosemia,230400,MONDO:0009258,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000518; HP:0000815; HP:0001249; HP:0001394; HP:0001410; HP:0001508; HP:0001878; HP:0001942; HP:0002013; HP:0002014; HP:0002240; HP:0003355; HP:0004918; HP:0008209; HP:0012023; HP:0012024,10439960; 1610789; 1897530; 2011574; 2233247; 8869397; 9012409; 9222760,18428423; 18956253; 19100247; 19181333; 19375122; 19418241; 19733849; 20075179; 20151200; 20213376; 20222886; 20351709; 20516712; 20547145; 20882349; 21059483; 21150919; 21188552; 21321007; 21779791; 22450714; 22483615; 22798028; 22944367; 23022339; 23319291; 23430845; 23749220; 23924834; 24002815; 24045215; 24859500; 25124065; 25268296; 25592817; 25681079; 25681083; 25754754; 25920691; 26043515; 26143117; 26217714; 26219880; 27176039; 27308838; 27363831; 27502837; 28281081; 28374897; 28450132; 28644047; 28649529; 29215423; 29215431; 29252199; 29350350; 29409891; 29892033; 30038819; 30808388; 30968626; 30987402; 30994193; 31029175; 31194682; 31392114; 31497475; 31652573; 32314655; 32556492; 32748411; 32903656; 33113773; 33335841; 33525536; 33720431; 34030713; 34391645; 34433538; 34730073; 35346295; 35464534; 35883524; 36348783; 36588756; 36615667; 36873086; 37563963; 37702899; 38090149; 38139222; 38444718; 38469088; 38469090; 38682389; 38778342; 39953772; 39973892; 40352451; 40513497,DD; Eye,,2019-10-16 16:05:40+00:00,
G2P00343,LYST,606897,1968,CHS; CHS1; MAUVE,LYST-related  Chediak-Higashi syndrome,214500,MONDO:0008963,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000230; HP:0000486; HP:0000505; HP:0000613; HP:0000639; HP:0000762; HP:0000952; HP:0001010; HP:0001022; HP:0001104; HP:0001249; HP:0001250; HP:0001265; HP:0001288; HP:0001324; HP:0001337; HP:0001744; HP:0001873; HP:0001882; HP:0001892; HP:0001903; HP:0002180; HP:0002240; HP:0002716; HP:0002958; HP:0005406; HP:0005429; HP:0005592; HP:0005599; HP:0006824; HP:0007133; HP:0007730; HP:0009027,10482950; 11857544; 8751863; 8751864; 8896560; 9215679; 9215680,10527680; 10648412; 11487012; 12100490; 12125812; 14599068; 15896657; 17554367; 18043242; 19650863; 20368792; 20503323; 21488161; 23436631; 23521865; 23541537; 23804531; 24072239; 24112114; 24521565; 25551669; 26307451; 26427484; 26499269; 26944273; 27429304; 27669550; 28145517; 28183707; 28193763; 28456452; 29194041; 30815890; 31245861; 31906877; 32856472; 32990340; 33424983; 33868243; 34483340; 35145004; 36968585; 37254856; 37788905; 38022477; 38859940; 38939204; 39032214; 39412658; 39485047; 39622608; 39858566; 40426172; 40591236; 9145619,DD; Eye; Skin,,2025-01-21 21:38:14+00:00,
G2P00344,ZEB2,605802,14881,KIAA0569; SIP-1; SIP1; ZFHX1B,ZEB2-related Mowat-Wilson syndrome,235730,MONDO:0009341,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000028; HP:0000047; HP:0000048; HP:0000176; HP:0000252; HP:0000307; HP:0000316; HP:0000378; HP:0000431; HP:0000490; HP:0000494; HP:0000508; HP:0000565; HP:0000612; HP:0000684; HP:0000687; HP:0000767; HP:0000768; HP:0001249; HP:0001250; HP:0001252; HP:0001270; HP:0001274; HP:0001344; HP:0001547; HP:0001629; HP:0001631; HP:0001642; HP:0001643; HP:0001939; HP:0002013; HP:0002019; HP:0002079; HP:0002251; HP:0002307; HP:0002342; HP:0002558; HP:0003270; HP:0003720; HP:0004298; HP:0004322; HP:0004415; HP:0004961; HP:0005274; HP:0009748; HP:0009765; HP:0009909; HP:0011229,11279515; 11592033; 11595972; 11891681; 12451214; 12920073; 16088920; 16532472; 16688751; 9719364,12746390; 12784289; 14757866; 15103730; 15121779; 15908750; 16053902; 16150342; 17103451; 17203459; 17223398; 17567886; 17932455; 17958891; 18230842; 18259761; 18445050; 19006215; 19215041; 19302864; 19842203; 20093881; 20101699; 20145308; 20428734; 21336163; 21343952; 21497296; 22246645; 22486326; 23243526; 23322667; 23427518; 23466526; 23523603; 24029077; 24092421; 24282181; 24300291; 24715670; 25028418; 25123255; 25608121; 25899569; 25988649; 26012591; 26156877; 26686679; 26705424; 26721324; 26809768; 26852091; 26933844; 27831545; 28094084; 28230647; 28422173; 28690488; 29258970; 29263819; 29300384; 29721247; 29954473; 30083364; 30266271; 31321886; 32031527; 32252596; 32469269; 32519765; 32539836; 32980962; 33118233; 33199988; 33344924; 33510600; 33982229; 33997095; 34012377; 34199024; 34466018; 34619538; 35646055; 35709987; 36345475; 36406119; 36676725; 37323203; 37641719; 37735378; 37944854; 37980276; 38351292; 38368860; 39023215; 39526569; 39933472; 39941075; 40270440; 40415661,DD; Eye,,2025-01-21 21:18:55+00:00,
G2P00345,TTC8,608132,20087,BBS8; RP51,TTC8-related retinitis pigmentosa,613464,MONDO:0013274,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,,HP:0000007; HP:0000505; HP:0000510; HP:0000556; HP:0007737; HP:0007843; HP:0008323,20451172; 25776555; 26195043,35939099,DD; Eye,,2015-07-22 16:14:28+00:00,
G2P00364,PEX1,602136,8850,ZWS; ZWS1,PEX1-related peroxisome biogenesis disorder,,MONDO:0019234,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0000007; HP:0000107; HP:0000119; HP:0000152; HP:0000218; HP:0000268; HP:0000272; HP:0000286; HP:0000369; HP:0000407; HP:0000431; HP:0000444; HP:0000457; HP:0000463; HP:0000478; HP:0000510; HP:0000512; HP:0000556; HP:0000565; HP:0000598; HP:0000648; HP:0000707; HP:0000750; HP:0000846; HP:0000924; HP:0000939; HP:0000954; HP:0001249; HP:0001250; HP:0001252; HP:0001263; HP:0001265; HP:0001271; HP:0001290; HP:0001319; HP:0001394; HP:0001395; HP:0001508; HP:0001892; HP:0001939; HP:0001999; HP:0002007; HP:0002240; HP:0002415; HP:0002570; HP:0003011; HP:0003146; HP:0003159; HP:0003455; HP:0003577; HP:0008167; HP:0010655; HP:0010696; HP:0011800; HP:0025031,9398847,10384394; 10447258; 10480353; 11389485; 12032265; 12402331; 15098231; 15542397; 16086329; 16088892; 16141001; 19105186; 21844578; 22378672; 23247051; 23327810; 26303611; 26387595; 27090541; 27302843; 27633571; 27872819; 27882258; 28432012; 28446956; 30086110; 31628608; 31831025; 32069232; 32596134; 32627857; 32866347; 33417209; 33708531; 33955040; 33955814; 36293220; 36649687; 37092661; 37567036; 37859411; 38488462; 38664000; 38860019; 39825213; 40112482; 40205409; 40307696; 40466212; 40519747; 9398848; 9818873,DD; Eye; Skin,,2025-01-16 15:03:32+00:00,
G2P00365,TREX1,606609,12269,AGS1; DRN3,TREX1-related Aicardi-Goutieres syndrome,225750,MONDO:0009165,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000007; HP:0000253; HP:0000486; HP:0000639; HP:0000967; HP:0000979; HP:0001063; HP:0001250; HP:0001257; HP:0001263; HP:0001332; HP:0001433; HP:0001744; HP:0001873; HP:0001945; HP:0002059; HP:0002062; HP:0002071; HP:0002135; HP:0002187; HP:0002240; HP:0002352; HP:0002421; HP:0002448; HP:0002910; HP:0004394; HP:0006579; HP:0007321; HP:0008872; HP:0008936; HP:0009704; HP:0009709; HP:0009710,16845398; 17357087,17660820; 17846997; 18422679; 18583934; 18754903; 18829186; 20131292; 20799324; 20876473; 21062344; 22356656; 22829693; 23881107; 23918923; 24300241; 25213617; 25604658; 25731743; 26527794; 26581299; 26691497; 27411419; 27574969; 28089741; 28739201; 29239743; 29941221; 30219631; 30561700; 30685859; 30846257; 31130681; 31540853; 32524323; 33527515; 33623276; 33996686; 34044261; 34303877; 34490982; 35803721; 35974842; 36262748; 36581356; 36586737; 36814213; 36895907; 37187582; 37277873; 37499181; 37850007; 38003924; 38279366; 38368708; 38988838; 39332260; 39347527; 39738734; 40061936; 40625695; 40744631,DD; Eye,,2025-01-28 17:59:57+00:00,
G2P00370,GNPAT,602744,4416,DAP-AT; DAPAT; DHAPAT,GNPAT-related rhizomelic chondrodysplasia punctata,222765,MONDO:0009112,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000218; HP:0000239; HP:0000252; HP:0000347; HP:0000348; HP:0000431; HP:0000463; HP:0000518; HP:0000938; HP:0001249; HP:0001252; HP:0001371; HP:0001508; HP:0002644; HP:0002650; HP:0002832; HP:0003301; HP:0005280; HP:0005792; HP:0006375; HP:0008838; HP:0008905,1405476; 21990100; 9536089; 9843043,10972423; 11237722; 2006879; 20583171; 27481658; 27616591; 31191205; 33337545; 34110102; 34229749; 37323250; 7530787; 8466247; 8956940; 9165515,DD; Eye; Skeletal,,2023-05-24 09:07:27+00:00,
G2P00384,OFD1,300170,2567,71-7A; CXORF5; JBTS10; RP23,OFD1-related Joubert syndrome,300804,MONDO:0010431,monoallelic_X_hemizygous,,definitive,absent gene product,,loss of function,inferred,,,HP:0000003; HP:0000023; HP:0000054; HP:0000154; HP:0000175; HP:0000218; HP:0000219; HP:0000256; HP:0000268; HP:0000280; HP:0000286; HP:0000316; HP:0000358; HP:0000369; HP:0000431; HP:0000445; HP:0000463; HP:0000470; HP:0000474; HP:0000510; HP:0000556; HP:0000954; HP:0000996; HP:0001169; HP:0001182; HP:0001249; HP:0001252; HP:0001374; HP:0001419; HP:0001510; HP:0001547; HP:0001762; HP:0001792; HP:0002002; HP:0002090; HP:0002419; HP:0002719; HP:0002788; HP:0003196; HP:0006610; HP:0006801; HP:0006887; HP:0008872; HP:0009381; HP:0009466; HP:0010442; HP:0010806; HP:0010864; HP:0100259,16783569; 19800048; 22353940,22331178; 23033313; 23523602; 27081566; 28191358; 28344780; 28505061; 30581852; 30895720; 32897366; 32944789; 35112477; 36468023; 36571587; 36704348; 37574439; 39085968; 39156004; 39925483; 39985054,DD; Eye,,2025-01-21 22:26:05+00:00,
G2P00390,ALDH18A1,138250,9722,GSAS; P5CS; PYCS; SPG9,ALDH18A1-related developmental disorder-joint hypermobility-skin laxity with or without metabolic abnormalities,219150,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000023; HP:0000028; HP:0000160; HP:0000239; HP:0000248; HP:0000252; HP:0000273; HP:0000316; HP:0000369; HP:0000400; HP:0000430; HP:0000446; HP:0000486; HP:0000518; HP:0000545; HP:0000601; HP:0000767; HP:0000963; HP:0000973; HP:0001084; HP:0001181; HP:0001249; HP:0001250; HP:0001252; HP:0001263; HP:0001347; HP:0001373; HP:0001374; HP:0001382; HP:0001508; HP:0001511; HP:0001537; HP:0001762; HP:0001848; HP:0001987; HP:0002007; HP:0002305; HP:0002505; HP:0002645; HP:0002650; HP:0002750; HP:0003693; HP:0003745; HP:0003812; HP:0004322; HP:0005328; HP:0007394; HP:0007957; HP:0008070; HP:0010537,18478038; 24767728,21739576; 24913064; 25077174; 29915212; 30244529; 31289639; 31402623; 32017139; 32798076; 32859844; 34954732; 35842092; 36067040; 37119015,DD; Eye,,2015-07-22 16:14:30+00:00,
G2P00393,FOXL2,605597,1092,BPES; BPES1,"FOXL2-related blepharophimosis, ptosis, and epicanthus inversus syndrome",110100,MONDO:0007201,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000141; HP:0000218; HP:0000378; HP:0000431; HP:0000482; HP:0000486; HP:0000508; HP:0000537; HP:0000540; HP:0000568; HP:0000581; HP:0000639; HP:0000769; HP:0000837; HP:0000858; HP:0001595; HP:0005280; HP:0008209; HP:0008222,11175783; 11468277; 11776388; 12400065; 12529855; 12567411; 12630957; 12938087; 17089161; 21325395,11175772; 11910558; 11960581; 12161610; 14986827; 15257268; 15300845; 15450400; 15459170; 15962237; 16015581; 16086270; 16131596; 16283882; 16394030; 16454982; 16814186; 17214723; 17277738; 17968144; 18363172; 18484667; 18642388; 18726931; 18953567; 19371227; 19543368; 19592504; 19819892; 19929410; 19969293; 20184535; 20232352; 20236120; 21068205; 21146150; 21204216; 21321671; 21471554; 21934608; 22159675; 22171663; 22312189; 22887799; 22906557; 23441113; 23513057; 24030029; 24265544; 24725350; 24777257; 25032695; 25086333; 25192944; 25988799; 26100530; 26323275; 27081523; 27115209; 27283035; 27625884; 28503614; 28511421; 28849110; 28924383; 29339661; 29378385; 29481440; 30029625; 30198434; 30234390; 30246734; 31048069; 31077882; 31191203; 31366388; 31823134; 32454486; 33796131; 33806295; 33875939; 33882191; 34374675; 34711234; 34727551; 34966851; 35574016; 36338666; 37206169; 37932670; 37938073; 38410153; 40251640,DD; Eye,,2017-08-27 15:58:21+00:00,
G2P00401,ASPH,600582,757,BAH; CASQ2BP1; HAAH; JCTN,"ASPH-related dysmorphism, lens dislocation, anterior segment abnormalities, and filtering blebs",601552,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000276; HP:0000278; HP:0000444; HP:0000448; HP:0000494; HP:0000568; HP:0000594; HP:0000689; HP:0001083; HP:0001089; HP:0004328; HP:0011484; HP:0011526; HP:0012632,24768550,30194805; 31012784; 31274573; 31545859; 33217155; 33251883; 34018898; 35918038; 37133842; 37824266; 39336711,DD; Eye,,2015-07-22 16:14:31+00:00,
G2P00404,CIB2,605564,24579,DFNB48; KIP2; USH1J,CIB2-related Usher syndrome,614869,MONDO:0013935,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000510; HP:0000556; HP:0001270; HP:0001751; HP:0003577; HP:0011476,18505454; 23023331,23331261; 27771768; 28054582; 29086887; 30459346,DD; Eye,,2015-07-22 16:14:31+00:00,
G2P00408,CEP41,610523,12370,DKFZP762H1311; FLJ22445; JBTS15; TSGA14,CEP41-related Joubert syndrome,614464,MONDO:0013763,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000054; HP:0000062; HP:0000090; HP:0000488; HP:0000657; HP:0001249; HP:0001251; HP:0001263; HP:0002419; HP:0010442,22246503,21438139; 36580738,DD; Eye,,2025-01-27 10:06:00+00:00,
G2P00421,ARL6,608845,13210,BBS3; RP55,ARL6-related Bardet-Biedl syndrome,600151,MONDO:0010832,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000054; HP:0000077; HP:0000089; HP:0000135; HP:0000137; HP:0000148; HP:0000218; HP:0000256; HP:0000365; HP:0000483; HP:0000486; HP:0000501; HP:0000510; HP:0000518; HP:0000545; HP:0000556; HP:0000639; HP:0000668; HP:0000678; HP:0000750; HP:0000819; HP:0000822; HP:0001007; HP:0001080; HP:0001156; HP:0001159; HP:0001162; HP:0001249; HP:0001251; HP:0001263; HP:0001328; HP:0001395; HP:0001513; HP:0001712; HP:0001773; HP:0001829; HP:0002099; HP:0002141; HP:0002167; HP:0002251; HP:0002370; HP:0003241; HP:0003828; HP:0005180; HP:0007707; HP:0008734; HP:0009466; HP:0009806; HP:0010442,10973238; 10973251; 11381270; 11567139; 12016587; 12118255; 12524598; 12567324; 12837689; 14520415; 15137946; 15258860; 15314642; 16308660; 16380913; 16582908; 16606853; 17160889; 18203199; 18327255; 20618352; 20671153; 20805367; 21937992; 22353939; 7711739; 7987310; 8298649; 9714014,11050632; 15690372; 19797195; 21517826; 23219996; 24026985; 24400638; 24608809; 24715851; 27708425; 29806606; 31888296; 32361989; 36550847; 38840299; 39078565; 40384762,DD; Eye,,2025-01-21 11:54:30+00:00,
G2P00427,ROBO3,608630,13433,FLJ21044; HGPPS; HGPS; RBIG1,ROBO3-related familial horizontal gaze palsy with progressive scoliosis,607313,MONDO:0020790,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000590; HP:0002944; HP:0007650,15105459; 16525029; 21592015; 21850172,12177379; 15176408; 15824346; 16492969; 16772357; 16894121; 16948950; 17296977; 18214457; 18718292; 18829051; 19633821; 20071118; 20960611; 21088243; 22398400; 23810770; 24507697; 24783716; 24969490; 25885466; 26465116; 26900705; 27267957; 27749773; 28024310; 29215389; 30985235; 31741681; 32077773; 32373565; 32421468; 32580277; 32705527; 34614068; 35254960; 35791185; 36186627; 36564212; 37330975; 37931836; 38272175; 38516134; 38721573; 39030736; 39960500; 40698216,DD; Eye,,2015-07-22 16:14:32+00:00,
G2P00428,BBS1,209901,966,FLJ23590,BBS1-related Bardet-Biedl syndrome,209900,MONDO:0008854,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000054; HP:0000077; HP:0000135; HP:0000137; HP:0000148; HP:0000218; HP:0000256; HP:0000316; HP:0000365; HP:0000483; HP:0000486; HP:0000501; HP:0000510; HP:0000518; HP:0000545; HP:0000556; HP:0000639; HP:0000668; HP:0000678; HP:0000750; HP:0000819; HP:0000822; HP:0001007; HP:0001080; HP:0001156; HP:0001159; HP:0001162; HP:0001249; HP:0001251; HP:0001263; HP:0001328; HP:0001395; HP:0001513; HP:0001712; HP:0001773; HP:0001829; HP:0002099; HP:0002141; HP:0002167; HP:0002251; HP:0002370; HP:0007707; HP:0008734; HP:0009466; HP:0009806,10577921; 10577922; 12118255; 12524598; 12837689; 20177705; 23143442,12677556; 15770229; 17065520; 17980398; 18669544; 18766993; 21052717; 21463199; 21769262; 22410627; 22773737; 22940089; 22998390; 23559858; 24611592; 24611735; 24715851; 26022370; 26566502; 27659767; 28143435; 30484961; 31997113; 32451492; 32700463; 32917769; 33015405; 33169370; 33369054; 33594065; 34122504; 34262361; 34526762; 34691137; 34792930; 34940782; 35692835; 35695966; 35835773; 35886001; 35960079; 37239474; 37431782; 37612261; 38189974; 39618083; 39658238; 40718228; 9126487,DD; Eye,,2025-01-21 22:04:05+00:00,
G2P00430,BMP4,112262,1071,BMP2B,BMP4-related microphthalmia with brain and digit anomalies,607932,MONDO:0011936,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000006; HP:0000028; HP:0000047; HP:0000048; HP:0000054; HP:0000089; HP:0000134; HP:0000171; HP:0000175; HP:0000193; HP:0000202; HP:0000218; HP:0000248; HP:0000252; HP:0000272; HP:0000278; HP:0000324; HP:0000347; HP:0000348; HP:0000358; HP:0000365; HP:0000369; HP:0000400; HP:0000411; HP:0000482; HP:0000528; HP:0000545; HP:0000556; HP:0000568; HP:0000589; HP:0000618; HP:0000639; HP:0000647; HP:0000821; HP:0000830; HP:0000835; HP:0000954; HP:0001144; HP:0001177; HP:0001252; HP:0001263; HP:0001321; HP:0001344; HP:0001357; HP:0001426; HP:0001508; HP:0001770; HP:0002119; HP:0002120; HP:0002143; HP:0002188; HP:0003319; HP:0003812; HP:0004209; HP:0004443; HP:0005819; HP:0006101; HP:0006829; HP:0007068; HP:0007370; HP:0009600; HP:0009909; HP:0010538; HP:0010999,18252212; 19249007; 21340693,16835935; 18925664; 22581619; 23103883; 23262432; 24311462; 24581273; 29299063; 29582157; 30568244; 31053785; 31120642; 31128441; 34009138; 34408948; 34926457; 35633847; 9605291,DD; Eye,,2020-07-01 08:30:06+00:00,
G2P00431,WNT3,165330,12782,INT4; MGC131950; MGC138321; MGC138323,WNT3-related tetra-amelia syndrome,273395,MONDO:0060764,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000007; HP:0000042; HP:0000104; HP:0000130; HP:0000148; HP:0000175; HP:0000238; HP:0000453; HP:0000518; HP:0000568; HP:0001543; HP:0002023; HP:0002089; HP:0003057; HP:0003811; HP:0005316; HP:0008839; HP:0009827; HP:0010451; HP:0011027; HP:0011743; HP:0100336,14872406,20709709,DD; Eye,,2017-07-25 14:34:59+00:00,
