g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism support,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,additional mined publications,panel,comments,date of last review,review
G2P01844,NTHL1,602656,8028,NTH1; OCTS3,"NTHL1-related adenomatous polyposis, colorectal cancer, breast cancer and other tumours",,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0003002; HP:0004783; HP:0006771; HP:0012114; HP:0030255; HP:0040275,25938944,,Cancer,,2024-02-29 15:26:16+00:00,
G2P01845,SMARCB1,601607,11103,BAF47; HSNFS; INI-1; INI1; PPP1R144; RDT; SFH1P; SNF5; SNF5L1; SNR1,SMARCB1-related schwannomatosis,162091,MONDO:0024517,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,,10521299; 10739763; 25335493; 9671307,,Cancer,,2025-01-27 22:40:20+00:00,
G2P01846,LZTR1,600574,6742,BTBD29; LZTR-1,LZTR1-related schwannomatosis,,MONDO:0008075,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0100008,25480913,,Cancer,,2023-09-06 11:03:09+00:00,
G2P01847,SDHA,600857,10680,FP; SDH2; SDHF,SDHA-related paragangliomas,614165,MONDO:0013602,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0002666; HP:0002668; HP:0100723,26273102,,Cancer,,2025-01-27 13:59:29+00:00,
G2P02586,WT1,607102,12796,AWT1; GUD; NPHS4; WAGR; WIT-2; WT-1,WT1-related Wilms tumour,194070,MONDO:0008679,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,HP:0000150; HP:0002667,20301471,,Cancer,,2019-03-07 17:40:59+00:00,
G2P03339,MSH2,609309,7325,COCA1; HNPCC; HNPCC1; MSH-2,MSH2-related Lynch syndrome,,MONDO:0005835,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0000119; HP:0000152; HP:0000769; HP:0001574; HP:0002086; HP:0002664; HP:0009720; HP:0009725; HP:0012114; HP:0012125; HP:0025031; HP:0025318; HP:0030409; HP:0030692; HP:0040274,10051005; 10528862; 12658575; 12694232; 15042510; 16451135; 22781090; 23170986; 28754778; 7874129; 7937795; 8261515; 8723682; 9634524,,Skin; Cancer,,2023-09-06 11:24:36+00:00,
G2P03340,CDKN1B,600778,1785,KIP1; P27KIP1,CDKN1B-related multiple endocrine neoplasia,,MONDO:0017169,monoallelic_autosomal,,strong,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002893; HP:0002897; HP:0030405; HP:0100570,17030811; 30990521; 32232325,,Cancer,,2022-11-30 08:56:07+00:00,
G2P03346,ELANE,130130,3309,ELA2; HLE; HNE; NE; PMN-E,ELANE-related neutropenia,,,monoallelic_autosomal,,strong,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0004808,15642668,,Cancer,,2025-01-15 23:34:48+00:00,
G2P03348,SH2D1A,300490,10820,DSHP; EBVS; IMD5; LYP; MTCP1; SAP; XLP; XLPD,SH2D1A-related lymphoproliferative syndrome,,MONDO:0024551,monoallelic_X_hemizygous,,strong,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002665,20926771,,Cancer,,2022-11-30 08:57:16+00:00,
G2P03351,MITF,156845,7105,BHLHE32; MI; WS2; WS2A,"MITF-related melanoma, cutaneous malignant",614456,MONDO:0013759,monoallelic_autosomal,,limited,absent gene product; altered gene product structure,,gain of function,inferred,,,HP:0012056,22012259,,Cancer,MITF-E318K variant,2023-09-06 11:15:07+00:00,
G2P03352,CTR9,609366,16850,KIAA0155; P150TSP; SH2BP1; TSBP,CTR9-related Wilms tumour,,MONDO:0024676,monoallelic_autosomal,,moderate,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002667,25099282; 29292210,,Cancer,,2022-11-30 09:01:59+00:00,
G2P03353,SMARCE1,603111,11109,BAF57,"SMARCE1-related meningioma, familial",607174,MONDO:0011789,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002858,25143307,,Cancer,,2022-11-30 09:03:38+00:00,
G2P03354,SEC23B,610512,10702,CDA-II; CDAII; CDAN2; HEMPAS,SEC23B-related Cowden syndrome,616858,MONDO:0014802,monoallelic_autosomal,,limited,uncertain,,gain of function,inferred,,,HP:0005584; HP:0012056; HP:0012114; HP:0012846; HP:0500009,26522472,,Cancer,,2022-11-30 08:49:50+00:00,
G2P03355,REST,600571,9966,DFNA27; NRSF; XBR,REST-related Wilms tumour,616806,MONDO:0014779,monoallelic_autosomal,,moderate,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002667,26551668,,Cancer,,2022-11-30 09:04:27+00:00,
G2P03356,TRIM28,601742,16384,KAP-1; KAP1; PPP1R157; RNF96; TF1B; TIF1-BETA; TIF1B; TIF1BETA,TRIM28-related Wilms tumour,,MONDO:0024676,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002667,30885698; 33565090,,Cancer,,2022-11-30 09:15:20+00:00,
G2P03357,BARD1,601593,952,,"BARD1-related breast cancer, susceptibility to",,MONDO:0007254,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0003002,33471991; 37592023,,Cancer,,2022-11-30 09:15:47+00:00,
G2P03358,SQSTM1,601530,11280,A170; OSIL; P60; P62; P62B; PDB3,SQSTM1-related Paget disease of bone,167250,MONDO:0008176,monoallelic_autosomal,,limited,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002669,11992264; 12374763,,Cancer,,2022-11-30 09:16:18+00:00,
G2P03359,TINF2,604319,11824,TIN2,TINF2-related dyskeratosis congenita,,MONDO:0013522,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0004808; HP:0012182; HP:0030438; HP:0030442,18252230; 18669893,,Cancer,,2022-11-30 09:16:59+00:00,
G2P03360,ITK,186973,6171,EMT; LYK; PSCTK2,ITK-related lymphoproliferative syndrome,,MONDO:0016537,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0012189; HP:0012191,19425169; 21109689; 22289921,,Cancer,,2022-11-30 09:17:34+00:00,
G2P03361,RTEL1,608833,15888,BK3184A7.3; C20ORF41; DKFZP434C013; KIAA1088; NHL; RTEL,RTEL1-related dyskeratosis congenita,615190,MONDO:0014076,monoallelic_autosomal,,moderate,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0004808; HP:0012182; HP:0030438; HP:0030442,23329068; 23453664,26022962; 26400640; 28495916; 30523160; 34894270; 35199181; 36655009; 36937416; 37189188; 39156922; 39279436; 40139649; 40199602; 40424856,DD; Skin; Cancer,,2024-12-24 10:10:42+00:00,
G2P03362,ACD,609377,25070,PIP1; PTOP; TINT1; TPP1,ACD-related dyskeratosis congenita,616553,MONDO:0014690,monoallelic_autosomal,,moderate,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0004808; HP:0012182; HP:0030438; HP:0030442,25205116; 25233904,,Cancer,,2025-01-14 15:11:14+00:00,
G2P03363,DDX41,608170,18674,ABS; MGC8828,"DDX41-related myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to",616871,MONDO:0014809,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0004808; HP:0005506,25920683; 26712909,,Cancer,,2022-11-30 09:19:32+00:00,
G2P03364,MTAP,156540,7413,C86FUS; MSAP,MTAP-related diaphyseal medullary stenosis with malignant fibrous histiocytoma,112250,MONDO:0007205,monoallelic_autosomal,,strong,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002669; HP:0012315; HP:0100244,,,Cancer,,2022-11-30 09:19:59+00:00,
G2P03365,ALK,105590,427,ALK1; CD246,"ALK-related neuroblastoma, susceptibility to",613014,MONDO:0013083,monoallelic_autosomal,,definitive,uncertain,,gain of function,inferred,,,HP:0003006,18724359,,Cancer,,2025-01-16 11:52:14+00:00,
G2P03366,EGFR,131550,3236,ERBB; ERBB1; ERRP,"EGFR-related nonsmall cell lung cancer, susceptibility to",,MONDO:0008903,monoallelic_autosomal,,definitive,uncertain,,gain of function,inferred,,,HP:0030358,16258541,,Cancer,,2022-11-30 08:51:59+00:00,
G2P03367,AIP,605555,358,ARA9; FKBP16; FKBP37; XAP2,AIP-related pituitary adenoma predisposition,,MONDO:0007052,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002893,16728643; 17244780; 17360484,,Cancer,,2022-11-30 09:20:39+00:00,
G2P03368,RAD51C,602774,9820,FANCO; RAD51L2,RAD51C-related cancer,,,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0003002; HP:0025318,33471991,,Cancer,,2025-01-28 23:08:28+00:00,
G2P03369,STK11,602216,11389,LKB1; PJS,STK11-related Peutz-Jeghers syndrome,175200,MONDO:0008280,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0003002; HP:0004390; HP:0006725; HP:0030079; HP:0031498; HP:0031918; HP:0040274; HP:0040275; HP:0100526; HP:0100619,12372054; 15200509; 15617552; 15800014; 8439212; 9425897; 9428765,,Cancer,,2022-11-30 09:26:27+00:00,
G2P03376,POLH,603968,9181,RAD30A; XP-V,"POLH-related xeroderma pigmentosum, variant type",278750,MONDO:0010214,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0000152; HP:0000478; HP:0000491; HP:0000509; HP:0000613; HP:0000621; HP:0000656; HP:0000707; HP:0000992; HP:0001009; HP:0001029; HP:0001574; HP:0001626; HP:0002664; HP:0002671; HP:0002715; HP:0002860; HP:0004334; HP:0006739; HP:0012056,10385124; 10398605,,Skin; Cancer,,2022-11-30 09:21:30+00:00,
G2P03381,MSH6,600678,7329,GTBP; MSH-6,MSH6-related Lynch syndrome,,MONDO:0005835,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0009720; HP:0012114; HP:0012125; HP:0025318; HP:0030409; HP:0030692; HP:0040274; HP:0040275,10508506; 28754778; 7604266; 8075649; 9354786,,Cancer,,2023-09-06 11:30:56+00:00,
G2P03382,MLH1,120436,7127,COCA2; FCC2; HNPCC; HNPCC2; MLH-1,MLH1-related Lynch syndrome,,MONDO:0005835,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0009720; HP:0012114; HP:0012125; HP:0025318; HP:0030409; HP:0030692; HP:0040274; HP:0040275,10598809; 12112654; 12124320; 12919137; 14635101; 15571801; 15923275; 16341550; 19142183; 2022152; 20533529; 20858721; 21785361; 28754778; 4063166; 7584997; 8128251; 8145827; 9245993; 9831355; 9927033; 9927034,,Cancer,,2023-09-06 11:21:03+00:00,
G2P01582,PDGFRB,173410,8804,CD140B; JTK12; PDGFR; PDGFR1,PDGFRB-related familial infantile myofibromatosis,228550,MONDO:0009227,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,missense_variant,gain of function,inferred,,,HP:0003549; HP:0010614; HP:0020135,23731537; 23731542; 28334876; 30200486,24065723; 25158255; 25212438; 28162874; 28286173; 28298627; 28417142; 28639748; 28935882; 29325620; 29999524; 31004414; 31291054; 31474318; 32500973; 33495995; 33683022; 36201717; 36861440; 36862146; 37568122; 37780723; 39047938; 39141797; 39873217; 40632343,DD; Skin; Cancer,,2025-01-21 11:27:52+00:00,
G2P03384,TERT,187270,11730,EST2; HEST2; TCS1; TP2; TRT,TERT-related dyskeratosis congenita (monoallelic),613989,MONDO:0013521,monoallelic_autosomal,,strong,absent gene product; altered gene product structure,,loss of function,evidence,,16247010 -> function: biochemical & 38641551 -> function: biochemical; functional_alteration: non patient cells,HP:0004808; HP:0012182; HP:0030438; HP:0030442,16247010; 25067791; 30523342; 35927969; 38641551,12629597; 16627250; 16934504; 16990594; 17460043; 17825470; 17875000; 17913752; 18005359; 19208095; 19405848; 19782144; 19936245; 20007561; 20493861; 20502709; 20966039; 21349926; 21436073; 22476886; 22664374; 23000017; 23905534; 25237198; 25596800; 25940403; 26024875; 26576048; 27824607; 28495683; 29382801; 29449422; 29483670; 29804726; 29976374; 30047419; 30603600; 31119896; 32054657; 32315675; 32487952; 32744739; 33147109; 34043865; 37189188; 37397566; 37926112; 38940945; 39225247; 39263645; 39849589; 39866942; 40456748; 40561208,DD; Cancer,,2025-03-05 15:20:17+00:00,
G2P03386,RTEL1,608833,15888,BK3184A7.3; C20ORF41; DKFZP434C013; KIAA1088; NHL; RTEL,RTEL1-related dyskeratosis congenita,615190,MONDO:0014076,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,evidence,,"23329068 -> functional_alteration: patient cells & 23453664 -> function: biochemical; functional_alteration: patient cells & 23591994 -> function: protein expression; functional_alteration: patient cells & 23959892 -> function: protein expression, biochemical, protein interaction; functional_alteration: patient cells; rescue: cell culture model, patient cells",HP:0004808; HP:0012182; HP:0030438; HP:0030442,23329068; 23453664; 23591994; 23959892,23621889; 24009516; 26025130; 26329388; 26847928; 27128385; 27824607; 28495916; 28507545; 29296694; 29696773; 30523160; 31677132; 32710398; 33482595; 35199181; 36776130; 37189188; 37853975; 39279436; 39295224; 40424856,DD; Skin; Cancer,,2025-03-05 15:53:21+00:00,
G2P03387,PARN,604212,8609,DAN,PARN-related dyskeratosis congenita,616353,MONDO:0014600,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0004808; HP:0012182; HP:0030438; HP:0030442,25893599; 26482878; 26810774,25893598; 26342108; 28414520; 30525901; 31448843; 32452087; 33035329; 33244623; 38767220; 39649862,DD; Cancer,,2022-11-30 13:42:42+00:00,
G2P03388,PDGFRA,173490,8803,CD140A; GAS9; PDGFR2,"PDGFRA-related gastrointestinal stromal tumor/GIST-plus syndrome, somatic or familial",175510,MONDO:0008285,monoallelic_autosomal,,definitive,uncertain,,gain of function,inferred,,,HP:0100723,17087943,,Cancer,,2022-11-30 13:49:14+00:00,
G2P03389,TGFBR1,190181,11772,ACVRLK4; ALK-5; ALK5; ESS1; MSSE; TBR-I; TBRI,TGFBR1-related multiple self-healing squamous epithelioma,,MONDO:0007566,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0001574; HP:0006739,21358634,,Skin; Cancer,,2022-11-30 13:52:00+00:00,
G2P03390,RAD51D,602954,9823,HSTRAD; R51H3; RAD51L3; TRAD,RAD51D related cancer,,,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0003002; HP:0025318,33471991,,Cancer,,2022-11-30 13:54:20+00:00,
G2P03391,DICER1,606241,17098,DICER; HERNA; K12H4.8-LIKE; KIAA0928; MNG1,DICER1-related tumor predisposition,,,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0000854; HP:0002890; HP:0002898; HP:0006743; HP:0009726; HP:0030071; HP:0030408; HP:0031918; HP:0040277; HP:0100528; HP:0100728; HP:0100836,19556464; 21036787; 21205968; 21882293; 25209242; 25836323; 26566882; 9295070; 9345104,,Cancer,,2022-11-30 14:04:03+00:00,
G2P03402,CTC1,613129,26169,AAF132; C17ORF68; FLJ22170,CTC1-related dyskeratosis congenita,,MONDO:0015780,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0004808; HP:0012182; HP:0030438; HP:0030442,22532422,,Cancer,,2023-01-19 08:36:54+00:00,
G2P03403,ATM,607585,795,ATA; ATC; ATD; ATDC; TEL1; TELO1,ATM-related cancer,,,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0002894; HP:0003002,33471991; 34529012,,Cancer,,2025-01-14 15:29:09+00:00,
G2P03404,PTPN13,600267,9646,PTP-BAS; PTP-BL; PTP1E; PTPL1,PTPN13 related predisposition to bone marrow failure,,,biallelic_autosomal,,moderate,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0006721,35643866,,Cancer,,2023-02-22 15:44:26+00:00,
G2P03405,MBD4,603574,6919,MED1,MBD4-related multi-tumour predisposition syndrome,,,biallelic_autosomal,,moderate,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0007716; HP:0200063,35460607,,Cancer,,2023-02-22 16:06:31+00:00,
G2P03406,KDM1A,609132,29079,AOF2; BHC110; KDM1; KIAA0601; LSD1,KDM1A-related GIP-dependent primary bilateral macronodular adrenal hyperplasia with Cushing's syndrome,,,monoallelic_autosomal,,moderate,absent gene product; altered gene product structure,,loss of function,inferred,,,HP:0003118,34655521,,Cancer,,2023-02-23 07:49:12+00:00,
G2P03407,POLR2A,180660,9187,POLR2; POLRA; RPB1,POLR2A-related predisposition to ependymoma,,,monoallelic_autosomal,,limited,altered gene product structure,,undetermined,inferred,,,,35689525,,Cancer,,2025-01-16 11:32:00+00:00,
G2P03408,ARHGAP36,300937,26388,FLJ30058,ARHGAP36-related Bazex-Dupre-Christol basal cell carcinoma susceptibility syndrome,,,monoallelic_X_heterozygous,,moderate,altered gene product structure,regulatory_region_variant,undetermined,inferred,,,HP:0002671; HP:0008070,35986704,,Cancer,,2023-09-06 10:22:20+00:00,
G2P03478,ATRIP,606605,33499,FLJ12343; MGC20625; MGC21482; MGC26740,"ATRIP-related breast cancer, susceptibility to",,MONDO:0007254,monoallelic_autosomal,,moderate,absent gene product,,undetermined,inferred,,,HP:0003002,36977412; 37592023,,Cancer,,2023-09-06 10:16:37+00:00,
G2P03479,LZTR1,600574,6742,BTBD29; LZTR-1,"LZTR1-related breast cancer, susceptibility to",,MONDO:0007254,monoallelic_autosomal,,moderate,uncertain,,undetermined,inferred,,,HP:0003002,37592023,,Cancer,,2023-09-06 11:05:31+00:00,
G2P03480,MAP3K1,600982,6848,MAPKKK1; MEKK; MEKK1,"MAP3K1-related breast cancer, susceptibility to",,MONDO:0007254,monoallelic_autosomal,,moderate,absent gene product,,undetermined,inferred,,,HP:0003002,37592023,,Cancer,,2023-09-06 11:08:47+00:00,
G2P03527,CHEK2,604373,16627,BA444G7; CDS1; CHK2; HUCDS1; PP1425; RAD53,CHEK2-related cancer predisposition,,,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,intron_variant; missense_variant; stop_gained,loss of function,inferred,,,,,,Cancer,,2025-03-14 12:02:17+00:00,
G2P03538,NPAT,601448,7896,E14; P220,NPAT-related cancer,,,monoallelic_autosomal,,moderate,decreased gene product level,stop_gained,loss of function,inferred,,,,38778081,,Cancer,,2025-03-14 12:04:00+00:00,
G2P01584,SPRTN,616086,25356,C1ORF124; DKFZP547N043; DVC1; SPARTAN,SPRTN-related progeria and hepatocellular carcinoma,616200,MONDO:0014527,biallelic_autosomal,,limited,altered gene product structure,frameshift_variant; inframe_deletion; inframe_insertion; missense_variant,undetermined,inferred,,,,25261934,25352099,DD; Skin; Cancer,,2025-07-23 10:45:18+00:00,
